Year,Month,Date,Momentum_Holding,Value_Holding,Cash_Holding,Total_Portfolio,Momentum_Weight,Value_Weight,Cash_Weight,Regime,Risk_On
2008,Apr,2008-04-30,19261.18785147412,15672.994407169059,0.0,34934.18225864318,55.00000000000001,45.0,0.0,value,True
2008,May,2008-05-30,15946.292320170356,16500.872579533767,0.0,32447.164899704123,50.0,50.0,0.0,value,True
2008,Jun,2008-06-30,13558.272735221568,11561.553347461982,0.0,25119.82608268355,55.00000000000001,45.0,0.0,value,True
2008,Jul,2008-07-31,15438.66924233757,12312.428666800024,0.0,27751.097909137592,55.00000000000001,45.0,0.0,value,True
2008,Aug,2008-08-29,15411.917731217729,12507.38196888296,0.0,27919.299700100688,55.00000000000001,45.0,0.0,value,True
2008,Sep,2008-09-30,14471.595361081996,9844.623897041476,0.0,24316.21925812347,60.0,40.0,0.0,value,True
2008,Oct,2008-10-31,10584.473757986603,7171.054008640646,0.0,17755.52776662725,60.0,40.0,0.0,value,True
2008,Nov,2008-11-28,10376.67630407793,7011.187644158932,0.0,17387.86394823686,60.0,40.0,0.0,value,True
2008,Dec,2008-12-31,11195.760245038204,7809.177340154576,0.0,19004.93758519278,60.0,40.0,0.0,value,True
2009,Jan,2009-01-30,10124.925138225371,8254.820162677663,0.0,18379.745300903036,55.00000000000001,45.0,0.0,value,True
2009,Feb,2009-02-27,9748.137736465995,7635.381156119063,0.0,17383.51889258506,55.00000000000001,45.0,0.0,value,True
2009,Mar,2009-03-31,11163.154382318291,7105.8821422968895,0.0,18269.03652461518,60.0,40.0,0.0,value,True
2009,Apr,2009-04-29,12543.762998216464,7594.763619460364,0.0,20138.526617676827,65.0,35.0,0.0,momentum,True
2009,May,2009-05-29,13061.86018606791,14140.622810130944,0.0,27202.482996198854,55.00000000000001,45.0,0.0,momentum,True
2009,Jun,2009-06-30,13628.413945746843,12863.895275863886,0.0,26492.30922161073,50.0,50.0,0.0,momentum,True
2009,Jul,2009-07-31,16074.780273748434,13162.985601627652,0.0,29237.765875376084,55.00000000000001,45.0,0.0,value,True
2009,Aug,2009-08-31,17499.527794228397,12415.667166920517,0.0,29915.194961148914,60.0,40.0,0.0,value,True
2009,Sep,2009-09-30,17406.63282844893,15484.141500668731,0.0,32890.77432911766,55.00000000000001,45.0,0.0,value,True
2009,Oct,2009-10-30,15694.729600884846,15109.553590696278,0.0,30804.283191581126,50.0,50.0,0.0,value,True
2009,Nov,2009-11-30,20056.78196247869,13337.347987967389,0.0,33394.12995044608,60.0,40.0,0.0,value,True
2009,Dec,2009-12-31,26532.768803629267,8858.835385560953,0.0,35391.60418919022,75.0,25.0,0.0,value,True
2010,Jan,2010-01-29,24969.15002258963,8617.27214578121,0.0,33586.42216837084,75.0,25.0,0.0,value,True
2010,Feb,2010-02-26,25676.478206423228,8310.784291050046,0.0,33987.262497473275,75.0,25.0,0.0,value,True
2010,Mar,2010-03-31,26958.87541689349,9021.022214980734,0.0,35979.89763187422,75.0,25.0,0.0,value,True
2010,Apr,2010-04-30,29853.028278302318,7630.2939384824695,0.0,37483.322216784785,80.0,20.0,0.0,momentum,True
2010,May,2010-05-31,26769.24794100409,8903.785712327608,0.0,35673.0336533317,75.0,25.0,0.0,momentum,True
2010,Jun,2010-06-30,27365.68313511352,9401.26752655683,0.0,36766.95066167035,75.0,25.0,0.0,momentum,True
2010,Jul,2010-07-30,28764.987526566005,9491.057272646338,0.0,38256.044799212345,75.0,25.0,0.0,value,True
2010,Aug,2010-08-31,29689.532349631318,10223.444997400671,0.0,39912.97734703199,75.0,25.0,0.0,value,True
2010,Sep,2010-09-30,32251.38035842233,10496.790742812638,0.0,42748.17110123497,75.0,25.0,0.0,value,True
2010,Oct,2010-10-29,33600.12460449212,11617.68872446784,0.0,45217.813328959965,75.0,25.0,0.0,value,True
2010,Nov,2010-11-30,32327.10004494143,10502.143145940841,0.0,42829.24319088228,75.0,25.0,0.0,value,True
2010,Dec,2010-12-31,36505.03008397317,6432.07725385977,0.0,42937.107337832946,85.0,15.0,0.0,value,True
2011,Jan,2011-01-31,34246.56165468085,3839.2857274920407,0.0,38085.84738217289,90.0,10.0,0.0,value,True
2011,Feb,2011-02-28,34890.56225888378,1750.5719924908549,0.0,36641.134251374635,95.0,5.0,0.0,value,True
2011,Mar,2011-03-31,40761.71343696455,0.0,0.0,40761.71343696455,100.0,0.0,0.0,value,True
2011,Apr,2011-04-29,41037.44840296966,0.0,0.0,41037.44840296966,100.0,0.0,0.0,momentum,True
2011,May,2011-05-31,40501.83841449282,0.0,0.0,40501.83841449282,100.0,0.0,0.0,momentum,True
2011,Jun,2011-06-30,40586.528439765825,0.0,0.0,40586.528439765825,100.0,0.0,0.0,momentum,True
2011,Jul,2011-07-29,41291.82945807364,0.0,0.0,41291.82945807364,100.0,0.0,0.0,momentum,True
2011,Aug,2011-08-30,38341.15434253399,0.0,0.0,38341.15434253399,100.0,0.0,0.0,momentum,True
2011,Sep,2011-09-30,38349.65444298979,0.0,0.0,38349.65444298979,100.0,0.0,0.0,momentum,True
2011,Oct,2011-10-31,39661.572386508844,0.0,0.0,39661.572386508844,100.0,0.0,0.0,momentum,True
2011,Nov,2011-11-30,36794.55069862563,0.0,0.0,36794.55069862563,100.0,0.0,0.0,momentum,True
2011,Dec,2011-12-30,33623.702249328504,0.0,0.0,33623.702249328504,100.0,0.0,0.0,momentum,True
2012,Jan,2012-01-31,36768.84307773492,0.0,0.0,36768.84307773492,100.0,0.0,0.0,momentum,True
2012,Feb,2012-02-29,36957.44683108003,2000.3383060951885,0.0,38957.78513717522,95.0,5.0,0.0,momentum,True
2012,Mar,2012-03-30,36150.795390547166,3782.2650875113286,0.0,39933.0604780585,90.0,10.0,0.0,momentum,True
2012,Apr,2012-04-30,36207.71548810656,3847.698010557745,0.0,40055.413498664304,90.0,10.0,0.0,value,True
2012,May,2012-05-31,36070.11409133497,1820.8809407113458,0.0,37890.99503204632,95.0,5.0,0.0,value,True
2012,Jun,2012-06-29,37808.8339588448,2041.326898644502,0.0,39850.1608574893,95.0,5.0,0.0,value,True
2012,Jul,2012-07-31,35995.25265924726,3781.8378132539933,0.0,39777.09047250125,90.0,10.0,0.0,value,True
2012,Aug,2012-08-31,41246.52266925813,0.0,0.0,41246.52266925813,100.0,0.0,0.0,value,True
2012,Sep,2012-09-28,44981.37205052167,0.0,0.0,44981.37205052167,100.0,0.0,0.0,value,True
2012,Oct,2012-10-31,43436.29830409506,2149.279978181588,0.0,45585.57828227664,95.0,5.0,0.0,momentum,True
2012,Nov,2012-11-30,46767.76634918407,2429.4540719894294,0.0,49197.2204211735,95.0,5.0,0.0,momentum,True
2012,Dec,2012-12-31,46938.11361374179,2589.2549969595348,0.0,49527.36861070133,95.0,5.0,0.0,momentum,True
2013,Jan,2013-01-31,44114.861001591256,4868.998453931933,0.0,48983.85945552319,90.0,10.0,0.0,momentum,True
2013,Feb,2013-02-28,37794.537506341134,8259.702997862692,0.0,46054.24050420383,80.0,20.0,0.0,momentum,True
2013,Mar,2013-03-28,39135.46352672161,6659.842485240026,0.0,45795.306011961635,85.0,15.0,0.0,momentum,True
2013,Apr,2013-04-30,42433.46349305337,5007.408458554638,0.0,47440.87195160801,90.0,10.0,0.0,momentum,True
2013,May,2013-05-31,38008.44156527736,11209.300488277278,0.0,49217.74205355464,75.0,25.0,0.0,momentum,True
2013,Jun,2013-06-28,42409.49633009435,4478.819310403656,0.0,46888.315640498,90.0,10.0,0.0,momentum,True
2013,Jul,2013-07-31,43102.273479860254,2111.2893554616253,0.0,45213.56283532188,95.0,5.0,0.0,momentum,True
2013,Aug,2013-08-30,44265.92187458156,0.0,0.0,44265.92187458156,100.0,0.0,0.0,momentum,True
2013,Sep,2013-09-30,42914.37480952571,4839.179080308394,0.0,47753.553889834104,90.0,10.0,0.0,momentum,True
2013,Oct,2013-10-31,44859.11343567311,5367.078222636996,0.0,50226.19165831011,90.0,10.0,0.0,momentum,True
2013,Nov,2013-11-29,40266.45935645827,10272.361034237409,0.0,50538.82039069568,80.0,20.0,0.0,momentum,True
2013,Dec,2013-12-31,31600.878743809128,21616.89100799606,0.0,53217.76975180519,60.0,40.0,0.0,momentum,True
2014,Jan,2014-01-31,28892.941498958007,22142.53114917198,0.0,51035.47264812999,55.00000000000001,45.0,0.0,value,True
2014,Feb,2014-02-28,31723.904235807353,20802.112158012093,0.0,52526.016393819446,60.0,40.0,0.0,value,True
2014,Mar,2014-03-31,28747.487087980204,28253.67587795916,0.0,57001.162965939366,55.00000000000001,45.0,0.0,value,True
2014,Apr,2014-04-30,29136.52367797911,31302.57936155618,0.0,60439.10303953529,50.0,50.0,0.0,value,True
2014,May,2014-05-30,32493.539511639174,39004.79532781794,0.0,71498.33483945712,50.0,50.0,0.0,value,True
2014,Jun,2014-06-30,40398.49390136374,39921.98106631483,0.0,80320.47496767857,50.0,50.0,0.0,value,True
2014,Jul,2014-07-31,45471.07513373841,32725.32498274946,0.0,78196.40011648787,55.00000000000001,45.0,0.0,value,True
2014,Aug,2014-08-28,54693.845415187425,26891.89827723031,0.0,81585.74369241773,65.0,35.0,0.0,value,True
2014,Sep,2014-09-30,66446.6819882529,20035.121872150037,0.0,86481.80386040293,75.0,25.0,0.0,value,True
2014,Oct,2014-10-31,85768.27157887224,4642.8025188368965,0.0,90411.07409770913,95.0,5.0,0.0,momentum,True
2014,Nov,2014-11-28,89948.46742270327,4755.488221107593,0.0,94703.95564381086,95.0,5.0,0.0,momentum,True
2014,Dec,2014-12-31,96203.48261301265,0.0,0.0,96203.48261301265,100.0,0.0,0.0,momentum,True
2015,Jan,2015-01-30,98148.30695291256,4910.061976456183,0.0,103058.36892936875,95.0,5.0,0.0,momentum,True
2015,Feb,2015-02-28,99063.47803676181,5036.48030516422,0.0,104099.95834192603,95.0,5.0,0.0,momentum,True
2015,Mar,2015-03-31,101464.06563572746,5051.9463860862525,0.0,106516.01202181372,95.0,5.0,0.0,momentum,True
2015,Apr,2015-04-30,89842.64567283826,10689.518433272779,0.0,100532.16410611104,90.0,10.0,0.0,momentum,True
2015,May,2015-05-29,89488.29009860152,15018.157749401968,0.0,104506.44784800349,85.0,15.0,0.0,momentum,True
2015,Jun,2015-06-30,93348.43675053163,9828.071071265638,0.0,103176.50782179728,90.0,10.0,0.0,momentum,True
2015,Jul,2015-07-31,100017.17568512117,11000.839141452974,0.0,111018.01482657414,90.0,10.0,0.0,momentum,True
2015,Aug,2015-08-31,94003.61814842671,10150.492540835687,0.0,104154.1106892624,90.0,10.0,0.0,momentum,True
2015,Sep,2015-09-30,93619.17679985568,10279.057775476538,0.0,103898.23457533222,90.0,10.0,0.0,momentum,True
2015,Oct,2015-10-30,89159.20536189088,16355.5870947587,0.0,105514.79245664958,85.0,15.0,0.0,momentum,True
2015,Nov,2015-11-30,93487.7888549559,10473.960582257921,0.0,103961.74943721382,90.0,10.0,0.0,momentum,True
2015,Dec,2015-12-31,89440.81636168445,15517.008838489499,0.0,104957.82520017395,85.0,15.0,0.0,momentum,True
2016,Jan,2016-01-29,84079.36501521344,14041.55399929938,0.0,98120.91901451282,85.0,15.0,0.0,momentum,True
2016,Feb,2016-02-29,75540.79340033728,13168.303831069297,0.0,88709.09723140657,85.0,15.0,0.0,momentum,True
2016,Mar,2016-03-31,81919.0956733311,15732.024079398507,0.0,97651.1197527296,85.0,15.0,0.0,momentum,True
2016,Apr,2016-04-29,79351.93688005368,20561.04052840389,0.0,99912.97740845756,80.0,20.0,0.0,value,True
2016,May,2016-05-31,78886.06630474275,19791.069191236576,0.0,98677.13549597932,80.0,20.0,0.0,value,True
2016,Jun,2016-06-30,81024.60617289985,21414.903643764163,0.0,102439.50981666401,80.0,20.0,0.0,value,True
2016,Jul,2016-07-29,81759.48947347683,28680.625744861256,0.0,110440.11521833809,75.0,25.0,0.0,value,True
2016,Aug,2016-08-31,80139.72270707322,34146.85311970516,0.0,114286.57582677838,70.0,30.0,0.0,value,True
2016,Sep,2016-09-30,80132.83399285807,34231.30071049243,0.0,114364.1347033505,70.0,30.0,0.0,value,True
2016,Oct,2016-10-30,90504.07292958078,30536.629106972345,0.0,121040.70203655312,75.0,25.0,0.0,value,True
2016,Nov,2016-11-30,84002.42050920789,29352.92879273557,0.0,113355.34930194347,75.0,25.0,0.0,value,True
2017,Jan,2017-01-31,91740.82851988345,30277.72807199105,0.0,122018.5565918745,75.0,25.0,0.0,value,True
2017,Feb,2017-02-28,97010.17509186435,32032.203166360618,0.0,129042.37825822497,75.0,25.0,0.0,value,True
2017,Mar,2017-03-31,108555.73101205134,26637.536959592533,0.0,135193.2679716439,80.0,20.0,0.0,value,True
2017,Apr,2017-04-28,120173.71636719216,21305.758591429185,0.0,141479.47495862134,85.0,15.0,0.0,value,True
2017,May,2017-05-31,111475.82591359087,27788.28866838021,0.0,139264.11458197108,80.0,20.0,0.0,value,True
2017,Jun,2017-06-30,117091.47082057165,20394.956224897367,0.0,137486.427045469,85.0,15.0,0.0,value,True
2017,Jul,2017-07-31,125147.03965706965,22152.73627856783,0.0,147299.77593563747,85.0,15.0,0.0,momentum,True
2017,Aug,2017-08-31,122382.33485199999,30001.101626631014,0.0,152383.436478631,80.0,20.0,0.0,momentum,True
2017,Sep,2017-09-29,121193.5473791851,29472.31530410062,0.0,150665.86268328573,80.0,20.0,0.0,momentum,True
2017,Oct,2017-10-31,132446.97888129856,32854.32941408889,0.0,165301.30829538745,80.0,20.0,0.0,momentum,True
2017,Nov,2017-11-30,131506.44274148863,31748.914546705917,0.0,163255.35728819456,80.0,20.0,0.0,momentum,True
2017,Dec,2017-12-29,149009.65187913616,25952.028629813347,0.0,174961.6805089495,85.0,15.0,0.0,momentum,True
2018,Jan,2018-01-31,144673.02396352583,25832.352367828607,0.0,170505.37633135443,85.0,15.0,0.0,momentum,True
2018,Feb,2018-02-28,138852.42994349168,23756.69787155794,0.0,162609.1278150496,85.0,15.0,0.0,momentum,True
2018,Mar,2018-03-28,141518.58183092685,14670.680426850282,0.0,156189.26225777713,90.0,10.0,0.0,momentum,True
2018,Apr,2018-04-30,164789.63471766977,8075.781377636229,0.0,172865.416095306,95.0,5.0,0.0,momentum,True
2018,May,2018-05-31,161978.70101434467,0.0,0.0,161978.70101434467,100.0,0.0,0.0,momentum,True
2018,Jun,2018-06-29,148778.02010971162,7501.518094792356,0.0,156279.53820450397,95.0,5.0,0.0,momentum,True
2018,Jul,2018-07-31,157229.18738730933,8012.253732394266,0.0,165241.44111970358,95.0,5.0,0.0,momentum,True
2018,Aug,2018-08-31,166697.01093457668,8514.953237518206,0.0,175211.9641720949,95.0,5.0,0.0,momentum,True
2018,Sep,2018-09-28,155649.74492887815,0.0,0.0,155649.74492887815,100.0,0.0,0.0,momentum,True
2018,Oct,2018-10-31,143681.45886271496,7656.544853162599,0.0,151338.00371587757,95.0,5.0,0.0,momentum,True
2018,Nov,2018-11-30,130897.81860888368,22267.500513818453,0.0,153165.31912270215,85.0,15.0,0.0,momentum,True
2018,Dec,2018-12-31,136135.00366529776,16238.095980275151,0.0,152373.09964557292,90.0,10.0,0.0,momentum,True
2019,Jan,2019-01-31,125542.96070249368,28872.900553417883,0.0,154415.86125591156,80.0,20.0,0.0,momentum,True
2019,Feb,2019-02-28,130653.34394533283,22641.575663540338,0.0,153294.91960887317,85.0,15.0,0.0,momentum,True
2019,Mar,2019-03-29,135987.42769900482,25982.93802687315,0.0,161970.365725878,85.0,15.0,0.0,momentum,True
2019,Apr,2019-04-30,124868.11554754102,40149.65280565472,0.0,165017.76835319574,75.0,25.0,0.0,value,True
2019,May,2019-05-31,129505.05094564358,32422.312476405194,0.0,161927.36342204877,80.0,20.0,0.0,value,True
2019,Jun,2019-06-28,119902.85813736018,39509.83276577356,0.0,159412.69090313374,75.0,25.0,0.0,value,True
2019,Jul,2019-07-31,124165.34922201904,20806.707244968147,0.0,144972.05646698718,85.0,15.0,0.0,momentum,True
2019,Aug,2019-08-30,122349.42190330198,19942.3122561033,0.0,142291.73415940529,85.0,15.0,0.0,momentum,True
2019,Sep,2019-09-30,134543.3299375078,14267.169966005782,0.0,148810.49990351358,90.0,10.0,0.0,momentum,True
2019,Oct,2019-10-31,154042.35446237217,0.0,0.0,154042.35446237217,100.0,0.0,0.0,momentum,True
2019,Nov,2019-11-29,140201.51908882422,15283.95322238371,0.0,155485.47231120794,90.0,10.0,0.0,momentum,True
2019,Dec,2019-12-31,141489.76836619648,15643.861421022515,0.0,157133.629787219,90.0,10.0,0.0,momentum,True
2020,Jan,2020-01-31,137574.3465207915,22610.617405012556,0.0,160184.96392580407,85.0,15.0,0.0,momentum,True
2020,Feb,2020-02-28,147231.25189972194,7018.199012094359,0.0,154249.4509118163,95.0,5.0,0.0,momentum,True
2020,Mar,2020-03-31,119252.44055160398,0.0,0.0,119252.44055160398,100.0,0.0,0.0,momentum,True
2020,Apr,2020-04-30,124336.77962141199,13756.297922464857,0.0,138093.07754387683,90.0,10.0,0.0,momentum,True
2020,May,2020-05-29,128584.2098043818,6811.863177240528,0.0,135396.07298162233,95.0,5.0,0.0,momentum,True
2020,Jun,2020-06-30,122050.6691867955,22609.964814790565,0.0,144660.63400158606,85.0,15.0,0.0,momentum,True
2020,Jul,2020-07-31,116565.8783364601,36842.33797560256,0.0,153408.21631206266,75.0,25.0,0.0,momentum,True
2020,Aug,2020-08-31,117036.8457512766,41812.58997582373,0.0,158849.43572710032,75.0,25.0,0.0,momentum,True
2020,Sep,2020-09-30,82235.48628177364,73145.41639376589,0.0,155380.90267553955,50.0,50.0,0.0,momentum,True
2020,Oct,2020-10-30,117320.63539954514,39126.988699538335,0.0,156447.62409908348,75.0,25.0,0.0,momentum,True
2020,Nov,2020-11-27,116787.8687096359,55713.45930575275,0.0,172501.32801538866,70.0,30.0,0.0,momentum,True
2020,Dec,2020-12-31,91767.98385203622,94699.24316607858,0.0,186467.22701811482,50.0,50.0,0.0,momentum,True
2021,Jan,2021-01-29,93635.1889933881,94431.95407418974,0.0,188067.14306757785,50.0,50.0,0.0,value,True
2021,Feb,2021-02-26,103763.39765776825,114144.47262528878,0.0,217907.87028305704,50.0,50.0,0.0,value,True
2021,Mar,2021-03-31,114906.50132676584,106618.7920220645,0.0,221525.29334883034,50.0,50.0,0.0,value,True
2021,Apr,2021-04-30,120436.86840290317,114574.03700063024,0.0,235010.90540353343,50.0,50.0,0.0,value,True
2021,May,2021-05-31,148067.04343697848,104331.29022362042,0.0,252398.3336605989,60.0,40.0,0.0,value,True
2021,Jun,2021-06-30,184480.63668265674,77711.09679673161,0.0,262191.73347938835,70.0,30.0,0.0,value,True
2021,Jul,2021-07-30,189909.60263032917,80016.64880719021,0.0,269926.2514375194,70.0,30.0,0.0,value,True
2021,Aug,2021-08-31,216315.66669678132,66799.81730759202,0.0,283115.4840043733,75.0,25.0,0.0,value,True
2021,Sep,2021-09-30,295258.88758654275,0.0,0.0,295258.88758654275,100.0,0.0,0.0,value,True
2021,Oct,2021-10-29,263949.6108786668,45292.47695444775,0.0,309242.08783311455,85.0,15.0,0.0,momentum,True
2021,Nov,2021-11-30,246137.95733233556,57861.84855657821,0.0,303999.80588891375,80.0,20.0,0.0,momentum,True
2021,Dec,2021-12-31,289278.8956779505,30824.905610372734,0.0,320103.80128832324,90.0,10.0,0.0,momentum,True
2022,Jan,2022-01-31,302230.1324945341,0.0,0.0,302230.1324945341,100.0,0.0,0.0,momentum,True
2022,Feb,2022-02-28,213865.67885097896,72812.00942950066,0.0,286677.68828047963,75.0,25.0,0.0,momentum,True
2022,Mar,2022-03-31,199967.59631207047,104304.85902474004,0.0,304272.4553368105,65.0,35.0,0.0,momentum,True
2022,Apr,2022-04-29,200994.31500670023,92434.79603889042,0.0,293429.11104559066,70.0,30.0,0.0,value,True
2022,May,2022-05-31,178633.37269482177,95558.33161019815,0.0,274191.7043050199,65.0,35.0,0.0,value,True
2022,Jun,2022-06-30,151719.40329651322,101739.97860103815,0.0,253459.38189755136,60.0,40.0,0.0,value,True
2022,Jul,2022-07-29,153517.19470007299,124629.61173381544,0.0,278146.80643388844,55.00000000000001,45.0,0.0,value,True
2022,Aug,2022-08-30,212168.5124637551,87811.56580162948,0.0,299980.07826538454,70.0,30.0,0.0,value,True
2022,Sep,2022-09-30,221758.98005139778,71017.45638423524,0.0,292776.436435633,75.0,25.0,0.0,value,True
2022,Oct,2022-10-31,239412.09625402902,62446.00888615041,0.0,301858.10514017945,80.0,20.0,0.0,momentum,True
2022,Nov,2022-11-30,243354.87076466216,65246.85805099688,0.0,308601.72881565907,80.0,20.0,0.0,momentum,True
2022,Dec,2022-12-30,193704.06479489338,109615.95386032983,0.0,303320.0186552232,65.0,35.0,0.0,momentum,True
2023,Jan,2023-01-31,175070.3287375473,122303.85299154163,0.0,297374.18172908894,60.0,40.0,0.0,value,True
2023,Feb,2023-02-28,156448.27631451128,126687.03121571895,0.0,283135.30753023026,55.00000000000001,45.0,0.0,value,True
2023,Mar,2023-03-31,158315.67642055472,130274.84716027392,0.0,288590.5235808286,55.00000000000001,45.0,0.0,value,True
2023,Apr,2023-04-28,169709.20236180563,138096.69305749124,0.0,307805.89541929687,55.00000000000001,45.0,0.0,value,True
2023,May,2023-05-31,196806.93157631753,124220.46863693016,0.0,321027.4002132477,60.0,40.0,0.0,value,True
2023,Jun,2023-06-30,253881.52858088986,84662.26427415026,0.0,338543.7928550401,75.0,25.0,0.0,value,True
2023,Jul,2023-07-31,286580.8255611765,73854.18187960643,0.0,360435.00744078297,80.0,20.0,0.0,momentum,True
2023,Aug,2023-08-31,294652.70646060177,71100.0890451158,0.0,365752.7955057176,80.0,20.0,0.0,momentum,True
2023,Sep,2023-09-29,303202.7379211038,80078.13285865789,0.0,383280.8707797617,80.0,20.0,0.0,momentum,True
2023,Oct,2023-10-31,275916.23783132114,92714.29305286067,0.0,368630.5308841818,75.0,25.0,0.0,value,True
2023,Nov,2023-11-30,288215.3767782417,124360.01460805912,0.0,412575.39138630085,70.0,30.0,0.0,value,True
2023,Dec,2023-12-29,291325.5523662056,164292.67276567736,0.0,455618.22513188294,65.0,35.0,0.0,value,True
2024,Jan,2024-01-31,278890.39877162984,221078.47853658014,0.0,499968.87730821,55.00000000000001,45.0,0.0,value,True
2024,Feb,2024-02-29,321485.3343261112,180300.4662357349,0.0,501785.8005618461,65.0,35.0,0.0,value,True
2024,Mar,2024-03-28,276625.77801483736,227006.3152207344,0.0,503632.09323557175,55.00000000000001,45.0,0.0,value,True
2024,Apr,2024-04-30,332865.7980107787,222941.27748697135,0.0,555807.07549775,60.0,40.0,0.0,value,True
2024,May,2024-05-31,348721.9040382591,224628.4929067243,0.0,573350.3969449834,60.0,40.0,0.0,value,True
2024,Jun,2024-06-28,424101.83312154596,178565.82411665964,0.0,602667.6572382057,70.0,30.0,0.0,value,True
2024,Jul,2024-07-31,505990.9461811409,127749.74835014899,0.0,633740.6945312899,80.0,20.0,0.0,momentum,True
2024,Aug,2024-08-30,469901.9806618618,156556.1255543061,0.0,626458.1062161679,75.0,25.0,0.0,momentum,True
2024,Sep,2024-09-30,507108.96104961634,126154.39164203925,0.0,633263.3526916556,80.0,20.0,0.0,momentum,True
2024,Oct,2024-10-31,469285.02883467876,117086.31755254726,0.0,586371.346387226,80.0,20.0,0.0,momentum,True
2024,Nov,2024-11-29,469175.9237469176,116360.40753908495,0.0,585536.3312860025,80.0,20.0,0.0,momentum,True
2024,Dec,2024-12-31,424361.6270524127,138467.5294031955,0.0,562829.1564556082,75.0,25.0,0.0,momentum,True
