"Index Name","Date","Open","High","Low","Close"
"NIFTY500 VALUE 50","31 Dec 2010","-","-","-","3353.71"
"NIFTY500 VALUE 50","30 Dec 2010","-","-","-","3308.56"
"NIFTY500 VALUE 50","29 Dec 2010","-","-","-","3280.14"
"NIFTY500 VALUE 50","28 Dec 2010","-","-","-","3257.03"
"NIFTY500 VALUE 50","27 Dec 2010","-","-","-","3272.29"
"NIFTY500 VALUE 50","24 Dec 2010","-","-","-","3283.37"
"NIFTY500 VALUE 50","23 Dec 2010","-","-","-","3278.76"
"NIFTY500 VALUE 50","22 Dec 2010","-","-","-","3286.04"
"NIFTY500 VALUE 50","21 Dec 2010","-","-","-","3266.74"
"NIFTY500 VALUE 50","20 Dec 2010","-","-","-","3240.42"
"NIFTY500 VALUE 50","16 Dec 2010","-","-","-","3254.63"
"NIFTY500 VALUE 50","15 Dec 2010","-","-","-","3208.38"
"NIFTY500 VALUE 50","14 Dec 2010","-","-","-","3250.94"
"NIFTY500 VALUE 50","13 Dec 2010","-","-","-","3186.07"
"NIFTY500 VALUE 50","10 Dec 2010","-","-","-","3116.74"
"NIFTY500 VALUE 50","09 Dec 2010","-","-","-","3016.53"
"NIFTY500 VALUE 50","08 Dec 2010","-","-","-","3201.86"
"NIFTY500 VALUE 50","07 Dec 2010","-","-","-","3296.51"
"NIFTY500 VALUE 50","06 Dec 2010","-","-","-","3357.47"
"NIFTY500 VALUE 50","03 Dec 2010","-","-","-","3397.96"
"NIFTY500 VALUE 50","02 Dec 2010","-","-","-","3502.36"
"NIFTY500 VALUE 50","01 Dec 2010","-","-","-","3461.77"
"NIFTY500 VALUE 50","30 Nov 2010","-","-","-","3349.70"
"NIFTY500 VALUE 50","29 Nov 2010","-","-","-","3301.04"
"NIFTY500 VALUE 50","26 Nov 2010","-","-","-","3272.55"
"NIFTY500 VALUE 50","25 Nov 2010","-","-","-","3387.32"
"NIFTY500 VALUE 50","24 Nov 2010","-","-","-","3461.26"
"NIFTY500 VALUE 50","23 Nov 2010","-","-","-","3503.30"
"NIFTY500 VALUE 50","22 Nov 2010","-","-","-","3554.05"
"NIFTY500 VALUE 50","19 Nov 2010","-","-","-","3501.66"
"NIFTY500 VALUE 50","18 Nov 2010","-","-","-","3626.95"
"NIFTY500 VALUE 50","16 Nov 2010","-","-","-","3612.80"
"NIFTY500 VALUE 50","15 Nov 2010","-","-","-","3729.87"
"NIFTY500 VALUE 50","12 Nov 2010","-","-","-","3712.85"
"NIFTY500 VALUE 50","11 Nov 2010","-","-","-","3820.17"
"NIFTY500 VALUE 50","10 Nov 2010","-","-","-","3863.51"
"NIFTY500 VALUE 50","09 Nov 2010","-","-","-","3821.37"
"NIFTY500 VALUE 50","08 Nov 2010","-","-","-","3798.65"
"NIFTY500 VALUE 50","05 Nov 2010","-","-","-","3824.51"
"NIFTY500 VALUE 50","04 Nov 2010","-","-","-","3792.32"
"NIFTY500 VALUE 50","03 Nov 2010","-","-","-","3759.29"
"NIFTY500 VALUE 50","02 Nov 2010","-","-","-","3748.06"
"NIFTY500 VALUE 50","01 Nov 2010","-","-","-","3682.58"
"NIFTY500 VALUE 50","29 Oct 2010","-","-","-","3605.60"
"NIFTY500 VALUE 50","28 Oct 2010","-","-","-","3630.97"
"NIFTY500 VALUE 50","27 Oct 2010","-","-","-","3658.33"
"NIFTY500 VALUE 50","26 Oct 2010","-","-","-","3659.27"
"NIFTY500 VALUE 50","25 Oct 2010","-","-","-","3670.62"
"NIFTY500 VALUE 50","22 Oct 2010","-","-","-","3600.60"
"NIFTY500 VALUE 50","21 Oct 2010","-","-","-","3559.01"
"NIFTY500 VALUE 50","20 Oct 2010","-","-","-","3494.70"
"NIFTY500 VALUE 50","19 Oct 2010","-","-","-","3479.35"
"NIFTY500 VALUE 50","18 Oct 2010","-","-","-","3472.71"
"NIFTY500 VALUE 50","15 Oct 2010","-","-","-","3490.24"
"NIFTY500 VALUE 50","14 Oct 2010","-","-","-","3521.08"
"NIFTY500 VALUE 50","13 Oct 2010","-","-","-","3544.26"
"NIFTY500 VALUE 50","12 Oct 2010","-","-","-","3476.04"
"NIFTY500 VALUE 50","11 Oct 2010","-","-","-","3477.18"
"NIFTY500 VALUE 50","08 Oct 2010","-","-","-","3451.47"
"NIFTY500 VALUE 50","07 Oct 2010","-","-","-","3467.36"
"NIFTY500 VALUE 50","06 Oct 2010","-","-","-","3510.95"
"NIFTY500 VALUE 50","05 Oct 2010","-","-","-","3459.98"
"NIFTY500 VALUE 50","04 Oct 2010","-","-","-","3424.87"
"NIFTY500 VALUE 50","01 Oct 2010","-","-","-","3386.20"
"NIFTY500 VALUE 50","30 Sep 2010","-","-","-","3316.77"
"NIFTY500 VALUE 50","29 Sep 2010","-","-","-","3325.79"
"NIFTY500 VALUE 50","28 Sep 2010","-","-","-","3362.63"
"NIFTY500 VALUE 50","27 Sep 2010","-","-","-","3352.70"
"NIFTY500 VALUE 50","24 Sep 2010","-","-","-","3342.49"
"NIFTY500 VALUE 50","23 Sep 2010","-","-","-","3315.85"
"NIFTY500 VALUE 50","22 Sep 2010","-","-","-","3323.18"
"NIFTY500 VALUE 50","21 Sep 2010","-","-","-","3335.10"
"NIFTY500 VALUE 50","20 Sep 2010","-","-","-","3389.07"
"NIFTY500 VALUE 50","17 Sep 2010","-","-","-","3359.84"
"NIFTY500 VALUE 50","16 Sep 2010","-","-","-","3328.79"
"NIFTY500 VALUE 50","15 Sep 2010","-","-","-","3353.58"
"NIFTY500 VALUE 50","14 Sep 2010","-","-","-","3350.85"
"NIFTY500 VALUE 50","13 Sep 2010","-","-","-","3373.72"
"NIFTY500 VALUE 50","09 Sep 2010","-","-","-","3351.87"
"NIFTY500 VALUE 50","08 Sep 2010","-","-","-","3313.78"
"NIFTY500 VALUE 50","07 Sep 2010","-","-","-","3286.40"
"NIFTY500 VALUE 50","06 Sep 2010","-","-","-","3290.36"
"NIFTY500 VALUE 50","03 Sep 2010","-","-","-","3256.33"
"NIFTY500 VALUE 50","02 Sep 2010","-","-","-","3248.31"
"NIFTY500 VALUE 50","01 Sep 2010","-","-","-","3209.11"
"NIFTY500 VALUE 50","31 Aug 2010","-","-","-","3152.92"
"NIFTY500 VALUE 50","30 Aug 2010","-","-","-","3180.37"
"NIFTY500 VALUE 50","27 Aug 2010","-","-","-","3186.73"
"NIFTY500 VALUE 50","26 Aug 2010","-","-","-","3211.87"
"NIFTY500 VALUE 50","25 Aug 2010","-","-","-","3205.04"
"NIFTY500 VALUE 50","24 Aug 2010","-","-","-","3239.30"
"NIFTY500 VALUE 50","23 Aug 2010","-","-","-","3276.37"
"NIFTY500 VALUE 50","20 Aug 2010","-","-","-","3221.01"
