Date,Close,CAGR_1Y,CAGR_3Y,CAGR_5Y,CAGR_10Y
2005-04,944.49,,,,
2005-05,1040.17,,,,
2005-06,1010.75,,,,
2005-07,1123.39,,,,
2005-08,1182.54,,,,
2005-09,1226.94,,,,
2005-10,1094.7,,,,
2005-11,1187.43,,,,
2005-12,1201.42,,,,
2006-01,1238.23,,,,
2006-02,1251.39,,,,
2006-03,1330.86,,,,
2006-04,1411.24,49.4593,,,
2006-05,1293.34,24.3578,,,
2006-06,1137.2,12.5196,,,
2006-07,1100.1,-2.0634,,,
2006-08,1247.43,5.4912,,,
2006-09,1363.36,14.1,,,
2006-10,1404.9,28.3585,,,
2006-11,1351.77,13.8501,,,
2006-12,1361.93,12.3607,,,
2007-01,1472.43,18.9282,,,
2007-02,1338.23,6.9444,,,
2007-03,1323.78,5.3377,,,
2007-04,1462.78,3.6445,,,
2007-05,1576.01,21.8723,,,
2007-06,1590.93,21.1646,,,
2007-07,1660.27,50.9625,,,
2007-08,1621.98,30.0491,,,
2007-09,1905.44,48.2478,,,
2007-10,2032.78,44.7288,,,
2007-11,2281.78,68.86,,,
2007-12,2754.14,101.5454,,,
2008-01,2015.05,36.8814,,,
2008-02,2094.42,56.3631,,,
2008-03,1737.71,31.0986,,,
2008-04,1968.49,34.49,27.7,,
2008-05,1859.6,24.7803,24.5531,,
2008-06,1472.47,-7.4118,13.3588,,
2008-07,1603.84,-3.392,12.5739,,
2008-08,1606.33,-3.0079,12.2878,,
2008-09,1416.02,-25.5204,4.8924,,
2008-10,1043.99,-48.5721,-1.5682,,
2008-11,1030.61,-46.7242,-1.9413,,
2008-12,1157.16,-57.91,-1.2102,,
2009-01,1116.92,-56.5017,-2.2779,,
2009-02,1031.1,-46.351,-5.7801,,
2009-03,1053.71,-39.3829,-7.4867,,
2009-04,1251.56,-26.2309,-3.9227,,
2009-05,1952.9,-0.7344,11.1125,,
2009-06,1847.03,25.457,17.5429,,
2009-07,2039.37,27.1764,22.8384,,
2009-08,2165.02,34.5888,20.1703,,
2009-09,2490.26,75.9313,22.2115,,
2009-10,2287.98,55.8433,18.2685,,
2009-11,2476.57,139.2989,22.3571,,
2009-12,2627.95,127.231,24.4397,,
2010-01,2559.45,108.7357,22.6869,,
2010-02,2533.29,114.4828,19.3198,,
2010-03,2689.58,155.4125,26.6211,,
2010-04,2851.91,127.4842,24.9195,24.7235,
2010-05,2709.77,38.5397,19.7953,21.1092,
2010-06,2856.53,54.7015,21.5158,23.0981,
