Date,Close,CAGR_1Y,CAGR_3Y,CAGR_5Y,CAGR_10Y
2010-07,2949.55,54.1599,22.1491,21.286,
2010-08,3152.92,45.6676,24.796,21.6721,
2010-09,3316.77,33.2159,20.2474,22.0085,
2010-10,3605.6,40.9303,22.961,23.6459,
2010-11,3349.7,35.2836,13.6488,23.0529,
2010-12,3353.71,27.6383,6.7841,22.3874,
2011-01,2998.77,17.0762,14.1667,19.3545,
2011-02,2756.7,8.7751,10.7204,17.114,
2011-03,2950.87,9.7219,19.3191,17.2662,
2011-04,3017.25,11.2458,19.6383,16.4156,
2011-05,2935.11,8.3218,16.4269,17.8127,
2011-06,2944.26,3.0733,26.0023,20.9593,
2011-07,2889.34,1.0643,24.4891,20.1537,
2011-08,2618.76,-10.391,17.6894,18.6111,
2011-09,2532.33,-23.6648,21.397,13.1774,
2011-10,2610.98,-27.4739,35.7667,13.1981,
2011-11,2300.39,-31.3432,30.6481,11.2208,
2011-12,2029.54,-37.0811,24.5607,8.3015,
2012-01,2519.6,-15.9889,31.1424,11.3437,
2012-02,2741.48,-0.551,38.4842,15.4158,
2012-03,2661.6,-3.1862,35.9797,14.9848,
2012-04,2564.55,-14.9378,26.9799,11.8784,
2012-05,2331.64,-20.5229,6.0737,8.145,
2012-06,2512.28,-13.3972,8.5055,9.5638,
2012-07,2384.19,-17.3646,5.344,7.5027,
2012-08,2193.5,-16.1682,0.4365,6.2203,
2012-09,2440.45,-6.3127,3.9681,5.0718,
2012-10,2332.17,-10.6577,0.639,2.7848,
2012-11,2485.83,8.0441,0.1245,1.7271,
2012-12,2616.59,28.7692,-0.1443,-1.019,
2013-01,2572.35,2.0893,0.1674,5.0026,
2013-02,2168.76,-12.9775,-5.0369,1.458,
2013-03,2090.81,-22.2611,-6.0371,-0.034,
2013-04,2286.16,-10.8623,-7.1039,3.0378,
2013-05,2160.69,-7.3366,-7.2685,3.0455,
2013-06,1966.23,-14.6507,-9.898,1.1039,
2013-07,1770.71,-25.7463,-15.6248,1.9996,
2013-08,1633.9,-29.4909,-17.4226,0.3408,
2013-09,1786.19,-26.7,-18.6375,4.7549,
2013-10,2007.52,-13.9293,-17.6997,13.9726,
2013-11,2052.91,-11.1512,-16.6847,14.7706,
2013-12,2195.22,-16.1139,-13.171,13.6644,
2014-01,2029.72,-21.1075,-12.1968,12.6838,
2014-02,2068.29,-4.6357,-9.1308,14.931,
2014-03,2472.29,18.0976,-5.7266,18.6003,
2014-04,2715.35,18.7874,-3.4493,16.7474,
2014-05,3504.74,48.448,4.9737,12.4021,
2014-06,3913.83,98.4002,9.951,16.2076,
2014-07,3543.62,100.2194,7.0259,11.6855,
2014-08,3481.88,87.4694,6.2379,11.1138,
2014-09,3420.2,91.5654,10.5352,6.5529,
2014-10,3672.29,83.0024,12.0383,9.9209,
2014-11,3863.14,83.7415,13.5761,10.8645,
2014-12,3852.46,75.5607,23.7868,7.9515,
2015-01,3932.46,71.442,23.9083,8.9653,
2015-02,3843.6,85.9136,14.7094,8.6866,
2015-03,3730.58,50.9383,11.9094,6.7634,
2015-04,3743.86,37.908,13.4507,5.5942,14.7636
2015-05,3728.55,34.173,12.9314,5.4193,14.5926
2015-06,3506.43,-10.416,11.7518,4.1856,13.2477
2015-07,3738.61,5.5064,16.1897,4.8534,12.7708
2015-08,3418.25,-1.8139,15.9487,1.6293,11.2001
2015-09,3373.5,-1.3663,11.3825,0.3398,10.645
2015-10,3540.36,3.2444,12.8147,-0.3644,11.0846
2015-11,3514.35,-8.9876,12.2429,0.9644,11.4629
2015-12,3496.94,-9.2344,10.1572,0.84,11.1802
2016-01,3118.87,-17.7846,5.8721,-1.4193,9.8442
2016-02,2790.45,-27.3524,8.7625,0.2436,8.3486
2016-03,3299.13,-11.543,16.3679,2.2553,9.5018
2016-04,3473.26,-6.3951,17.8619,2.8538,9.4229
2016-05,3439.97,-7.6842,16.763,3.2239,10.2753
2016-06,3732.71,6.4396,23.7675,4.8579,12.619
2016-07,4180.28,17.6496,27.6917,7.6634,13.7847
2016-08,4308.32,25.979,38.1023,10.459,13.1936
2016-09,4301.45,27.4436,34.0294,11.1732,12.1708
2016-10,4594.16,29.6961,35.8581,12.4295,12.7998
2016-11,4456.42,26.7447,29.4427,14.1336,12.6682
2016-12,4286.33,20.1002,26.9454,16.121,12.1431
2017-01,4761.32,52.1798,32.8625,13.5681,12.4507
2017-02,4999.75,54.5383,34.1992,14.446,14.0864
2017-03,5160.36,56.4637,27.7917,14.1521,14.5677
2017-04,5421.64,58.6713,29.0684,15.0376,15.0114
2017-05,5324.38,54.8262,14.9394,17.9591,12.9442
2017-06,5198.3,39.295,9.9201,15.6466,12.5641
2017-07,5583.9,33.3929,16.3631,18.5576,12.8934
2017-08,5686.47,32.0132,17.7063,20.9908,13.3632
2017-09,5499.07,25.3857,15.949,17.6346,11.1759
2017-10,5995.66,30.4349,17.7472,20.7888,11.4213
2017-11,5757.84,29.2259,14.197,18.2953,9.6966
2017-12,6102.0,33.8218,15.9691,19.3414,10.2497
2018-01,6006.23,26.1664,15.1444,18.4853,11.5386
2018-02,5579.03,11.5946,13.2212,20.8038,10.633
2018-03,5033.43,0.6259,9.1593,19.2121,9.0926
2018-04,5205.08,-3.9757,11.6071,17.8892,10.2136
2018-05,4935.14,-7.3153,9.775,17.9645,10.2509
2018-06,4571.1,-13.1868,6.8257,18.3715,9.332
2018-07,4687.09,-16.0707,7.826,21.4962,11.3219
2018-08,4830.55,-15.0614,12.2155,24.1983,11.634
2018-09,4260.08,-23.5405,7.4163,20.767,10.1587
2018-10,4191.14,-30.1142,5.7792,15.8626,14.9137
2018-11,4111.16,-28.6154,5.3662,14.8931,14.8318
2018-12,4358.52,-28.4576,7.6159,14.7045,14.1833
2019-01,4129.44,-31.265,9.7863,15.2655,13.967
2019-02,4036.59,-27.6631,8.7266,14.3111,14.6208
2019-03,4561.25,-9.3626,17.3137,16.8503,15.894
2019-04,4522.62,-13.1198,9.1965,10.7437,13.7067
2019-05,4442.97,-9.9792,8.9093,4.8564,8.5637
2019-06,4336.29,-11.3281,7.8221,4.2812,8.2346
2019-07,3773.18,-19.5104,-3.3539,1.2635,6.3469
2019-08,3460.25,-24.4681,-5.9426,-0.1244,5.3846
2019-09,3469.49,-18.4783,-6.9187,0.2866,3.3723
2019-10,3684.5,-12.0961,-7.0895,0.0664,4.8793
2019-11,3655.73,-11.9005,-7.1498,-1.0972,4.7585
2019-12,3678.14,-15.6202,-4.9718,-0.9219,3.4197
2020-01,3528.42,-14.5637,-9.5126,-2.1441,3.2613
2020-02,3091.82,-23.4191,-14.8128,-4.2602,2.0116
2020-03,2299.01,-49.3382,-23.6199,-9.2242,-1.5566
2020-04,2652.01,-41.297,-21.1696,-6.6609,-0.724
2020-05,2616.37,-39.7147,-21.0327,-6.8368,-0.8515
2020-06,2912.74,-32.6287,-17.5547,-3.6406,0.195
2020-07,2967.28,-21.3199,-18.9982,-4.5144,0.0599
2020-08,3235.02,-6.4791,-17.1365,-1.0954,0.2574
2020-09,2979.26,-14.1029,-18.4594,-2.4539,-1.0673
2020-10,3000.87,-12.5268,-17.8229,-3.2511,-1.8184
2020-11,3562.19,-3.0888,-15.578,0.1211,-0.1201
2020-12,3911.12,6.3208,-13.7535,2.263,1.5492
2021-01,3961.39,7.1008,-13.0654,4.8966,1.6657
2021-02,4808.61,33.4336,-6.9837,8.8984,4.7997
2021-03,4705.55,104.7777,-2.2138,7.361,4.7763
2021-04,4867.47,83.6153,-2.2101,6.9796,4.8964
2021-05,5402.19,105.7639,3.0593,9.4481,6.2896
2021-06,5544.28,90.4298,6.6374,8.2353,6.5327
2021-07,5640.08,84.2337,7.0479,6.1709,6.9145
2021-08,5583.1,72.6477,4.9433,5.3214,7.861
2021-09,6117.47,105.4364,12.7918,7.299,9.2194
2021-10,6256.1,98.9229,13.2625,7.6548,9.3865
2021-11,5852.85,63.6963,12.4923,5.6038,9.787
2021-12,5934.66,51.7815,10.8346,6.7211,11.3219
2022-01,6329.11,59.4134,15.293,5.8587,9.6467
2022-02,6099.13,26.694,14.746,4.0558,9.1683
2022-03,6340.31,34.7686,11.5778,4.205,9.0666
2022-04,6420.4,33.3842,11.7173,3.438,9.1278
2022-05,5973.92,10.5909,10.3703,2.3292,9.8665
2022-06,5541.62,-0.048,8.5009,1.2875,8.2311
2022-07,6055.32,8.517,11.4293,3.0504,9.1191
2022-08,6372.26,11.916,22.5675,2.6331,10.2436
2022-09,6034.29,-1.3606,20.2547,1.8742,9.4711
2022-10,6435.24,2.8496,20.4232,1.4253,10.6844
2022-11,6954.91,18.8435,23.8796,3.8505,10.8379
2022-12,7058.28,18.9066,23.7658,2.9533,10.9072
2023-01,7115.05,12.4269,26.3308,3.4468,10.711
2023-02,6735.88,10.4475,29.6287,3.8411,12.0018
2023-03,6887.29,8.6332,44.1931,6.4623,12.6518
2023-04,7323.81,14.3417,45.7679,7.6552,13.2378
2023-05,7389.13,23.7078,41.295,8.4086,13.0856
2023-06,7794.73,40.6908,38.8665,11.2595,14.7604
2023-07,8502.2,40.1817,42.0677,12.6504,16.9897
2023-08,8385.8,31.5245,37.399,11.6648,17.7666
2023-09,9179.96,40.1542,40.3438,16.5889,18.6755
2023-10,8882.4,38.058,43.5683,16.2114,16.0368
2023-11,9988.46,43.653,40.9142,19.4311,17.1395
2023-12,11364.37,57.6496,45.6418,22.1652,18.501
2024-01,12254.01,72.2908,45.6433,24.3055,19.7002
2024-02,12625.95,87.202,37.8675,25.6057,19.827
2024-03,12693.2,79.9274,37.0068,25.3052,19.7253
2024-04,14047.15,90.8699,42.3617,25.4294,17.86
2024-05,14192.83,91.8204,37.9752,26.1356,15.0049
2024-06,14734.18,89.61,38.5483,27.7021,15.3101
2024-07,15616.3,83.4449,40.3663,32.8384,15.9857
2024-08,15431.09,73.2862,38.5682,34.8356,16.0417
2024-09,15537.35,68.8288,36.4282,34.9487,16.3385
2024-10,14363.78,61.5514,31.8485,31.2591,14.6107
2024-11,14251.85,54.8372,30.5823,31.2596,13.9383
2024-12,13481.1,18.4747,31.4466,29.6502,13.3421
2025-01,13182.25,7.5589,27.7001,30.1472,12.8524
2025-02,12010.65,-1.8424,25.3364,31.1662,12.0666
2025-03,13302.85,4.8063,28.8412,33.2851,13.1106
2025-04,13437.85,-4.3404,27.8794,38.3472,13.6301
2025-05,13826.25,-1.455,28.2237,39.4896,13.9969
2025-06,14365.4,-2.4911,37.3606,37.6012,15.1428
2025-07,13860.6,-11.25,31.7152,36.1141,13.9986
2025-08,13571.75,-12.198,29.8953,34.899,13.6433
2025-09,14456.3,-6.9623,33.7975,37.154,15.6615
2025-10,15138.4,5.3967,32.9873,38.2003,15.6318
2025-11,14978.45,3.9712,31.5912,33.2597,15.3825
2025-12,15534.2,15.2407,30.0369,31.7692,16.0783
