Date,Close,CAGR_1Y,CAGR_3Y,CAGR_5Y,CAGR_10Y
2005-04,974.03,,,,
2005-05,1047.16,,,,
2005-06,1064.25,,,,
2005-07,1224.23,,,,
2005-08,1430.37,,,,
2005-09,1534.38,,,,
2005-10,1341.92,,,,
2005-11,1541.25,,,,
2005-12,1694.88,,,,
2006-01,1853.6,,,,
2006-02,1893.52,,,,
2006-03,2162.02,,,,
2006-04,2414.42,148.0336,,,
2006-05,2176.96,107.9961,,,
2006-06,2090.03,96.4761,,,
2006-07,2024.6,64.9812,,,
2006-08,2211.44,54.6523,,,
2006-09,2356.52,58.8551,,,
2006-10,2507.87,86.9668,,,
2006-11,2644.57,71.6495,,,
2006-12,2692.14,67.7064,,,
2007-01,2706.76,46.0651,,,
2007-02,2456.4,29.7498,,,
2007-03,2412.75,25.1169,,,
2007-04,2633.36,9.0486,,,
2007-05,2795.64,28.4415,,,
2007-06,3077.08,37.8231,,,
2007-07,3246.71,60.4149,,,
2007-08,3342.1,51.1705,,,
2007-09,4116.04,78.1367,,,
2007-10,5273.42,110.3819,,,
2007-11,5549.18,109.9395,,,
2007-12,6127.25,126.707,,,
2008-01,4837.99,78.8084,,,
2008-02,4628.29,88.1732,,,
2008-03,3723.54,54.0087,,,
2008-04,4241.24,60.9009,63.204,,
2008-05,3871.97,42.6991,56.4036,,
2008-06,2941.69,-4.3794,40.3301,,
2008-07,3287.21,1.2448,38.8977,,
2008-08,3319.26,2.0645,38.1621,,
2008-09,2867.49,-30.1453,23.1693,,
2008-10,2080.29,-60.4761,15.7314,,
2008-11,2026.27,-58.7982,14.3293,,
2008-12,2174.47,-64.4361,8.6502,,
2009-01,2106.28,-62.6525,7.2968,,
2009-02,2031.12,-55.3639,3.0193,,
2009-03,2173.87,-41.6397,0.1823,,
2009-04,2296.32,-36.1157,-1.6574,,
2009-05,2707.99,-34.0261,3.7923,,
2009-06,2713.4,-7.7656,9.0884,,
2009-07,2993.48,-8.9414,13.9199,,
2009-08,2986.12,-9.9912,10.5268,,
2009-09,3159.13,10.1779,10.2513,,
2009-10,3014.93,4.7455,8.3128,,
2009-11,3271.72,61.0967,7.3495,,
2009-12,3465.99,59.4456,8.7681,,
2010-01,3260.39,45.5726,6.4033,,
2010-02,3323.38,52.9495,6.9092,,
2010-03,3514.83,61.7386,13.3449,,
2010-04,3645.38,58.5985,11.4466,30.1928,
2010-05,3471.2,28.032,7.4795,27.0889,
2010-06,3550.46,30.8732,4.8798,27.2514,
2010-07,3703.65,33.3336,6.1907,24.7711,
2010-08,3832.41,28.3627,4.6678,21.7913,
2010-09,4129.0,30.7245,0.1046,21.8973,
2010-10,4327.2,33.8656,1.6346,22.6476,
2010-11,4124.8,26.0944,-9.4126,21.7637,
2010-12,4136.15,19.3498,-12.275,19.5252,
2011-01,3665.54,12.3637,-8.8339,14.6126,
2011-02,3534.75,6.3288,-9.6961,13.2988,
2011-03,3932.26,11.8848,1.8359,12.7103,
2011-04,3958.86,11.6595,2.0113,10.397,
2011-05,3907.19,12.5693,0.3022,12.4112,
