Date,Close_mom,Close_val,Return_mom,Return_val,Ratio,Ratio_MA,Signal_Ratio,Ratio_Diff,w_mom,w_val,Portfolio_Return,Portfolio_NAV
2005-04-29,974.03,944.49,,,1.0312761384450868,,,,0.5,0.5,,1000.0
2005-05-31,1047.16,1040.17,0.07507982300339844,0.10130334889728854,1.0067200553755635,,,,0.5,0.5,0.08819158595034349,1088.1915859503436
2005-06-30,1064.25,1010.75,0.01632033309140901,-0.0282838382187528,1.0529309918377443,,,,0.5,0.5,-0.005981752563671894,1081.6822931413187
2005-07-29,1224.23,1123.39,0.15032182287996254,0.1114419985159536,1.0897640178388626,,,,0.5,0.5,0.13088191069795807,1223.2549384358033
2005-08-31,1430.37,1182.54,0.16838339200967134,0.05265313025752394,1.2095743061545485,,,,0.5,0.5,0.11051826113359764,1358.4469471548143
2005-09-30,1534.38,1226.94,0.07271545124688039,0.03754629864528902,1.2505746002249498,1.1068066849794593,0.14376791524549049,0.1298943322231186,0.75,0.25,0.06392316309648255,1445.2831729157103
2005-10-31,1341.92,1094.7,-0.1254317704871023,-0.10778033155655531,1.2258335617064036,1.1392329221896789,0.0866006395167247,0.07601662296615577,0.75,0.25,-0.12101891075446555,1270.376577597693
2005-11-30,1541.25,1187.43,0.14854089662573022,0.08470813921622367,1.29797124883151,1.18777478776567,0.11019646106584013,0.09277555156153074,0.75,0.25,0.13258270727335358,1438.806543512253
2006-01-31,1853.6,1238.23,0.20266017842660178,0.04278146922344894,1.4969755215105431,1.2617822093778028,0.2351933121327403,0.18639770824532106,0.75,0.25,0.16269050112581357,1672.886701099361
2006-02-28,1893.52,1251.39,0.02153646957272337,0.010628073944259242,1.5131333956640214,1.3323437723486626,0.18078962331535875,0.13569292480473102,0.75,0.25,0.01880937066560734,1704.352647141904
2006-03-31,2162.02,1330.86,0.14179940005914915,0.06350538201519895,1.624528500368183,1.401502804717602,0.22302569565058117,0.1591332496088155,0.75,0.25,0.1222258955481616,1912.6686757687032
2006-04-29,2414.42,1411.24,0.116742675830936,0.060397036502712664,1.710850032595448,1.4782153767793516,0.23263465581609655,0.15737534561637914,0.75,0.25,0.10265626599888017,2109.016100116141
2006-05-31,2176.96,1293.34,-0.0983507426214163,-0.08354355035288119,1.6832078185163994,1.5544444195810174,0.12876339893538202,0.08283564038274763,0.75,0.25,-0.09464894455428252,1909.3999521921594
2006-06-30,2090.03,1137.2,-0.03993183154490654,-0.1207261818238049,1.8378737249384454,1.64442816559884,0.1934455593396054,0.11763697763541994,0.75,0.25,-0.06013041911463113,1794.5869328093881
2006-07-31,2024.6,1100.1,-0.03130577073056384,-0.032623988744284294,1.8403781474411418,1.7016619365872732,0.13871621085386865,0.0815180782218515,0.75,0.25,-0.031635325233993955,1737.8145915292876
2006-08-31,2211.44,1247.43,0.09228489578188293,0.13392418871011746,1.7727968703654713,1.744939182370848,0.027857687994623292,0.01596484752939817,0.75,0.25,0.10269471901394156,1916.2789727047154
2006-09-29,2356.52,1363.36,0.06560431212241791,0.09293507451319893,1.728464968900364,1.7622619271262117,-0.03379695822584772,-0.01917816966117047,0.25,0.75,0.08610238391550368,2081.275160501744
2006-10-31,2507.87,1404.9,0.06422606215945548,0.030468841685248327,1.78508790661257,1.7746349061290652,0.010453000483504837,0.005890225897959777,0.75,0.25,0.05578675704090369,2197.382752215922
2006-11-30,2644.57,1351.77,0.054508407533085945,-0.037817638266068876,1.956375714803554,1.8201628888435912,0.13621282595996287,0.07483551433493038,0.75,0.25,0.03142689608329724,2266.4396716250417
2006-12-29,2692.14,1361.93,0.017987801419512284,0.007516071521042944,1.9767095225158413,1.843302188439824,0.13340733407601735,0.07237409845909948,0.75,0.25,0.015369868944894949,2301.2745523494295
2007-01-31,2706.76,1472.43,0.005430623964578496,0.0811348600882571,1.8382945199432232,1.8429549171901707,-0.004660397246947445,-0.0025287635652275417,0.5,0.5,0.0432827420264178,2400.88002513073
2007-02-28,2456.4,1338.23,-0.09249434748555474,-0.09114185394212293,1.8355589099033798,1.8534152571131555,-0.01785634720977569,-0.009634293848205609,0.25,0.75,-0.09147997732798088,2181.247574864569
2007-03-30,2412.75,1323.78,-0.01776990718124083,-0.01079784491455138,1.8226215836468296,1.8691080262375666,-0.046486442590736976,-0.024870923423464277,0.25,0.75,-0.012540860481223742,2153.8928533531844
2007-04-30,2633.36,1462.78,0.0914350844472076,0.10500234177884549,1.8002433722090814,1.8716339371703183,-0.07139056496123697,-0.03814344436881219,0.25,0.75,0.10161052744593602,2372.751042244434
2007-05-31,2795.64,1576.01,0.06162469240817803,0.07740740234348298,1.7738719931980127,1.8412166502360614,-0.0673446570380487,-0.03657617208133246,0.25,0.75,0.07346172485965674,2547.057426470258
2007-06-29,3077.08,1590.93,0.10067104491279277,0.009466945006694205,1.9341391513140112,1.8341215883690893,0.10001756294492181,0.05453158807964196,0.75,0.25,0.07787001993626813,2745.396839048317
2007-07-31,3246.71,1660.27,0.05512693852613526,0.04358457003136529,1.9555313292416294,1.8536610565854907,0.10187027265613868,0.054956256589749654,0.75,0.25,0.05224134640244277,2888.8200663292114
2007-08-31,3342.1,1621.98,0.02938051134841113,-0.023062513928457373,2.060506294775521,1.8911522873975144,0.16935400737800665,0.0895506980091281,0.75,0.25,0.016269755029194005,2935.8204611318074
2007-09-28,4116.04,1905.44,0.23157296310702846,0.17476171099520332,2.160151985893022,1.9474073544385462,0.21274463145447564,0.10924505906254611,0.75,0.25,0.21737015007907218,3573.980195373239
2007-10-31,5273.42,2032.78,0.2811877435593435,0.06682970862372994,2.5941912061315047,2.0797319934256167,0.514459212705888,0.2473680331562818,0.75,0.25,0.22759823482544012,4387.41177914127
2007-11-30,5549.18,2281.78,0.052292440200097934,0.12249235037731587,2.431952247806537,2.189412035860371,0.24254021194616593,0.11077869673391795,0.75,0.25,0.06984241774440242,4693.839225436765
2007-12-31,6127.25,2754.14,0.10417214795699548,0.20701382254205036,2.2247416616439253,2.2378457875820232,-0.013104125938097955,-0.005855687648726176,0.25,0.75,0.18130340389578664,5544.848254348014
2008-01-31,4837.99,2015.05,-0.21041413358358163,-0.2683560022366328,2.400928016674524,2.312078568820839,0.08884944785368498,0.038428386064318844,0.75,0.25,-0.22489960074684442,4297.814095743308
2008-02-29,4628.29,2094.42,-0.043344446764048694,0.039388600779137084,2.2098194249481957,2.3369640905162847,-0.127144665568089,-0.054405913246189444,0.25,0.75,0.01870533889334064,4378.206164904763
2008-03-31,3723.54,1737.71,-0.19548256483496063,-0.1703144545984091,2.1427856201552617,2.334069696226658,-0.1912840760713963,-0.08195302667295372,0.25,0.75,-0.17660648215754698,3604.9865759604477
2008-04-30,4241.24,1968.49,0.13903435977591205,0.13280697009282338,2.154565174321434,2.2607986909249793,-0.1062335166035453,-0.04698937460905955,0.25,0.75,0.13436381751359555,4089.3663343917588
2008-05-30,3871.97,1859.6,-0.0870665182823891,-0.055316511640902455,2.0821520757152077,2.2024986622430913,-0.12034658652788366,-0.05464093513015761,0.25,0.75,-0.06325401330127411,3830.69750188236
2008-06-30,2941.69,1472.47,-0.240260125982381,-0.20817917831791777,1.997792824302023,2.164673856019441,-0.16688103171741808,-0.07709292152873828,0.25,0.75,-0.21619941523403358,3002.50294203692
2008-07-31,3287.21,1603.84,0.11745629213139375,0.08921743736714483,2.049587240622506,2.1061170600107713,-0.05652981938826507,-0.026840777495993486,0.25,0.75,0.09627715105820706,3291.57537134012
2008-08-29,3319.26,1606.33,0.009749909497720033,0.00155252394253802,2.06636245354317,2.0822075647766005,-0.015845111233430575,-0.007609765472699449,0.25,0.75,0.003601870331333523,3303.4311990134975
2008-09-30,2867.49,1416.02,-0.1361056380036515,-0.11847503315009988,2.0250349571333737,2.0625824542729525,-0.037547497139578834,-0.018204119336802025,0.25,0.75,-0.12288268436348779,2897.4967056686237
2008-10-31,2080.29,1043.99,-0.2745258047979243,-0.26272933998107373,1.992634029061581,2.035593930062977,-0.042959901001395906,-0.021104356997206617,0.25,0.75,-0.2656784561852864,2127.6942541046305
2008-11-28,2026.27,1030.61,-0.02596753337275093,-0.012816214714700402,1.9660880449442566,2.016249924934485,-0.050161879990228586,-0.024878800673412804,0.25,0.75,-0.016104044379213034,2093.429771411133
2008-12-31,2174.47,1157.16,0.07313931509621119,0.12279135657523232,1.879143765771371,1.996475081846043,-0.11733131607467207,-0.05876923641149657,0.25,0.75,0.11037834620547704,2324.499087476804
2009-01-30,2106.28,1116.92,-0.03135936573049969,-0.03477479345985002,1.8857930738101207,1.9691760540439789,-0.08338298023385815,-0.042344096183081,0.25,0.75,-0.033920936527512435,2245.649901472243
2009-02-27,2031.12,1031.1,-0.03568376474162993,-0.07683629982451756,1.969857433808554,1.9530918840882094,0.016765549720344497,0.008584107003327908,0.75,0.25,-0.04597189851235184,2142.413112107488
2009-03-31,2173.87,1053.71,0.07028142108787261,0.021928038017651197,2.063062892067077,1.9594298732438264,0.1036330188232506,0.05288937370934672,0.75,0.25,0.058193075320317256,2267.0867197075945
2009-04-29,2296.32,1251.56,0.05632811529668302,0.1877651346195821,1.8347662117677142,1.9331185703615155,-0.09835235859380131,-0.050877561315552565,0.25,0.75,0.15490587978885734,2618.271782581534
2009-05-29,2707.99,1952.9,0.1792737945930878,0.5603726549266517,1.3866506221516717,1.8365456665627515,-0.44989504441107986,-0.2449680683699502,0.25,0.75,0.4650979398432607,3836.0245946099467
2009-06-30,2713.4,1847.03,0.0019977917200582063,-0.05421168518613351,1.4690611413999772,1.7681985625008527,-0.2991374211008755,-0.1691763738783897,0.25,0.75,-0.04015931595958558,3681.9724708862645
2009-07-31,2993.48,2039.37,0.10322105107982593,0.10413474605176964,1.4678454620789754,1.698540627212328,-0.23069516513335264,-0.13581963330013086,0.25,0.75,0.10390632230878372,4064.5526891782415
2009-08-31,2986.12,2165.02,-0.0024586768577040674,0.06161216454101037,1.379257466443728,1.6001072993181908,-0.2208498328744628,-0.1380218895123892,0.25,0.75,0.04559445419133176,4249.873750573233
2009-09-30,3159.13,2490.26,0.05793806009135616,0.15022494018531019,1.2685944439536434,1.467695891299285,-0.1991014473456416,-0.13565579117986498,0.25,0.75,0.12715322016182168,4790.258883239818
2009-10-30,3014.93,2287.98,-0.045645478343721346,-0.08122846610394108,1.3177256794202745,1.3815224692413783,-0.06379678982110382,-0.04617861181522144,0.25,0.75,-0.07233271916388614,4443.766432716121
2009-11-30,3271.72,2476.57,0.0851727900813617,0.082426419811362,1.321069059223038,1.3705922087532727,-0.04952314953023462,-0.03613266529165681,0.25,0.75,0.08311301237886193,4813.101247247227
2009-12-31,3465.99,2627.95,0.0593785531769222,0.061124862208619124,1.3188949561445233,1.345564511210697,-0.026669555066173745,-0.01982034666043422,0.25,0.75,0.06068828495069489,5105.200107236711
2010-01-29,3260.39,2559.45,-0.05931927097308409,-0.026065944938069574,1.273863525366778,1.313234188425331,-0.03937066305855286,-0.02997992544327628,0.25,0.75,-0.034379276446823204,4929.687021433669
2010-02-26,3323.38,2533.29,0.01931977462818879,-0.010220945906347034,1.3118829664191625,1.3020051050879033,0.009877861331259119,0.0075866533031698265,0.75,0.25,0.011934594494554834,4988.520837019549
2010-03-31,3514.83,2689.58,0.0576070145454326,0.06169447635288505,1.306832293517947,1.3083780800152873,-0.0015457864973402735,-0.0011814524570162566,0.5,0.5,0.059650745449158826,5286.089823636427
2010-04-30,3645.38,2851.91,0.03714262140700986,0.06035514838748046,1.2782240673794054,1.3017944780084758,-0.023570410629070393,-0.018106092034688236,0.25,0.75,0.05455201664236281,5574.456683668465
2010-05-31,3471.2,2709.77,-0.04778102694369324,-0.04984028247735728,1.280994327931891,1.2951153561266178,-0.014121028194726826,-0.010903297631308663,0.25,0.75,-0.04932546859394127,5299.493995589891
2010-06-30,3550.46,2856.53,0.02283360221249131,0.054159578119176155,1.2429276079719098,1.2824541314311824,-0.039526523459272545,-0.030821003644911703,0.25,0.75,0.046328084142504944,5545.009399330278
2010-07-30,3703.65,2949.55,0.043146521859139364,0.03256398497477697,1.2556661185604583,1.2794212302967958,-0.023755111736337486,-0.018567076404404245,0.25,0.75,0.03520961919586757,5740.247068718204
2010-08-31,3832.41,3152.92,0.034765704102709405,0.06894950077130413,1.2155113355238953,1.263359291814251,-0.047847956290355764,-0.037873593521953325,0.25,0.75,0.06040355160415545,6086.978378754126
2010-09-30,4129.0,3316.77,0.07738994523028597,0.05196769978305826,1.2448858377276688,1.2530348825158715,-0.008149044788202664,-0.006503446074734033,0.25,0.75,0.05832326114486519,6441.99080832135
2010-10-29,4327.2,3605.6,0.04800193751513682,0.08708170901208101,1.2001331262480586,1.240019725660647,-0.03988659941258854,-0.03216610073790407,0.25,0.75,0.07731176613784496,6940.032495156439
2010-11-30,4124.8,3349.7,-0.04677389535958576,-0.07097293099622815,1.2313938561662239,1.2317529803663692,-0.0003591242001452777,-0.0002915553734146117,0.25,0.75,-0.06492317208706755,6489.463571183557
2010-12-31,4136.15,3353.71,0.0027516485647787192,0.001197122130340178,1.2333058016346075,1.2301493459768187,0.0031564556577887704,0.002565912560220352,0.5,0.5,0.0019743853475594486,6502.276272972022
