Date,rolling_corr,mom_8w_ret,ratio,ratio_ma,condition_1,condition_2,condition_3,switch_to_value,mom_ret,val_ret,simple_trigger
2006-02-10,0.8438924205754832,11.344323528355416,1.1793061472915398,1.0829134419567106,False,False,False,False,0.03176335898186844,0.02330940628746725,False
2006-02-17,0.8473305985397553,10.783895085004591,1.181489085800735,1.0881788238836516,False,False,False,False,-0.012509031791907432,-0.014333536214242382,False
2006-02-24,0.8407665408491497,11.08437186649478,1.1728993519015678,1.0931897396687036,False,False,False,False,0.013242393953053933,0.020662879372626453,False
2006-03-03,0.7925230281091201,14.655865952783852,1.2413554893112175,1.100952109167586,False,False,False,False,0.06592046216536862,0.0071389138868511726,False
2006-03-10,0.7892009285944991,18.11757798575533,1.262717436786419,1.1094346017266068,False,False,False,False,0.022211468666827994,0.004918266667667703,False
2006-03-17,0.7811244391055335,14.889537819139509,1.2529129897766336,1.1174509134006116,False,False,False,False,-0.0035682162469229395,0.004229182856118285,False
2006-03-24,0.767117028616092,12.23362584841443,1.2471762158366009,1.1255186753516313,False,False,False,False,0.01244143025969624,0.017098468727213323,False
2006-03-31,0.7608500942564657,17.525093852339,1.2643575274977086,1.1343999174908257,False,False,False,False,0.03566903639051189,0.021595364897290414,False
2006-04-07,0.7653155914054051,18.66290772089183,1.294528742750971,1.1449328062386406,False,False,False,False,0.041752329170560376,0.017472502291475678,False
2006-04-13,0.7416357590005053,15.674630395442568,1.2718692085566106,1.1546225562604395,False,False,False,False,-0.03737692796990277,-0.020226901638421224,False
2006-04-21,0.7251302551164204,18.97985763656058,1.2836274598459922,1.16442522260536,False,False,False,False,0.04219425963786705,0.03264757854813438,False
2006-04-29,0.6115191770514314,14.096298088555525,1.321571952048316,1.175392217018071,False,False,False,False,0.022169476462204685,-0.00717868098692942,False
2006-05-05,0.5613431395153216,14.588264533232342,1.284569510504355,1.1841883669183377,False,False,False,False,0.02661909407074403,0.05619119017424867,False
2006-05-12,0.507010173681488,14.375048251370327,1.2904965793582193,1.1934440797686283,False,False,False,False,-0.005422293371891818,-0.009990248562160353,False
2006-05-19,0.8421363210917766,-5.707867013913326,1.2447867060035154,1.2004213645893236,False,True,False,False,-0.16533139489602533,-0.1346814883309546,False
2006-05-26,0.8583171002263857,-8.714071305185067,1.2414332257592446,1.205286302195614,False,True,False,False,0.0026500283042929507,0.005358484137492958,False
2006-06-02,0.8546093135492809,-14.78332255065592,1.279791307755742,1.2111932464446338,False,True,False,False,-0.02750978725516351,-0.05665739835018824,False
2006-06-09,0.8796075116325021,-18.61494843614101,1.310971615720524,1.2170692597798456,False,True,False,False,-0.0806596701649176,-0.10252537211068191,False
2006-06-16,0.8925714744683876,-21.35065272878022,1.3356831923724681,1.225272347605584,False,True,False,False,0.007161593871007899,-0.011471979621543005,False
2006-06-25,0.8991195226480627,-18.789231486979396,1.3307185113757785,1.2336174755929448,False,True,False,False,0.05545909297614626,0.05939682861060769,False
2006-06-30,0.8930643131402723,-19.837847607735814,1.3808409760089664,1.2441883841231003,False,True,False,False,0.013363101649660925,-0.023420465108198063,False
2006-07-07,0.8971435571007388,-20.13084451828968,1.402914835014501,1.2562265588117663,False,True,False,False,-0.00905752753977962,-0.024649296814538757,False
2006-07-14,0.895126999356089,-3.0083419905071684,1.4369833092172568,1.2690128595923729,False,True,False,False,0.013606459330143483,-0.010424456888532219,False
2006-07-21,0.9026000561711455,-10.35246527153041,1.4040169461880794,1.2790186166809077,False,True,False,False,-0.07326975249652057,-0.05151009649502769,False
2006-07-28,0.9017977791478841,-1.7659255478643665,1.3755684000821893,1.2870088460377522,False,True,False,False,0.06563639761095685,0.08767514623860673,False
2006-08-04,0.9019782237845411,8.321883110574468,1.3834931664687218,1.2952338418936102,False,False,False,False,0.013748806639952704,0.007941967356638102,False
2006-08-11,0.9010314548423588,12.064712610415217,1.3676527471788231,1.3024779418892751,False,False,False,False,0.041961894755724094,0.05403009944516346,False
2006-08-18,0.902460002510548,10.057904597768697,1.3692700042233845,1.309700284905531,False,False,False,False,0.03655837288802544,0.03533408452599174,False
2006-08-25,0.8996384529141721,9.056883334407019,1.3467808017565772,1.3163880329768778,False,False,False,False,0.00414615338988078,0.020913875442643226,False
2006-09-01,0.918248769782986,11.467001248179741,1.325686761147063,1.3196315434321024,False,False,False,False,0.012841944839889097,0.028958066492175805,False
2006-09-08,0.9191979334572016,11.975602403843077,1.3112992143726248,1.3215000733392643,False,False,True,False,0.018231338539509867,0.029403350884110724,False
2006-09-15,0.917316459811492,21.14289273528822,1.2895936935941357,1.3229108696399372,False,False,True,False,0.0026003929228073375,0.019475447266827706,False
2006-09-22,0.916238408366212,15.446462783402716,1.3072391934226588,1.325220984162478,False,False,True,False,0.015527613215038594,0.0018197222529192647,False
2006-09-29,0.9104121386840421,15.149845605852885,1.271060949996818,1.3254788081047515,False,False,True,False,0.011144176731679112,0.039924401759056316,False
2006-10-06,0.9112454830247569,9.913676495905177,1.2447118129534473,1.323562772343308,False,False,True,False,-0.0054188781698212285,0.01563527589791458,False
2006-10-13,0.8995373398159703,9.673764754730406,1.2934884501839856,1.3243942816366687,False,False,True,False,0.0342958471314776,-0.004706799793903427,False
2006-10-21,0.8926932198461083,9.330789360206504,1.3305034181828639,1.326197203111164,False,False,False,False,0.0010059546022422872,-0.02684230408685806,False
2006-10-27,0.9000212838826852,9.914675469343237,1.3208696322565725,1.3261701908114816,False,False,True,False,0.01825107383094271,0.02567770597157626,False
2006-11-03,0.9037444476959791,8.499962769704839,1.3279284963196636,1.3278378441120702,False,False,False,False,0.005125674535585212,-0.00021726789130993573,False
2006-11-10,0.8948272294394582,9.690190410356303,1.3742127111365587,1.3310576953343143,False,False,False,False,0.013598762597067937,-0.020539782684893093,False
2006-11-17,0.8474243230625713,8.131142376561806,1.3466846957935152,1.3349768487877756,False,False,False,False,0.0010937215176689552,0.021557400515316294,False
2006-11-24,0.845089430525542,9.593194690167017,1.368302966734508,1.339856454209901,False,False,False,False,0.024815961293343403,0.008624555110276821,False
2006-12-01,0.8277508702581793,12.232054953906735,1.4060999796760787,1.344714480052991,False,False,False,False,0.018529329644389136,-0.008849496051068662,False
2006-12-08,0.7395209821150412,8.02275837078621,1.4141090177920321,1.3486813032095872,False,False,False,False,-0.0044957260697285895,-0.010133927632823836,False
2006-12-15,0.7549399825282174,6.197692951886968,1.4584226811008139,1.3534020527760622,False,False,False,False,-0.015906234823489296,-0.04580757984466488,False
2006-12-22,0.7222894095414499,2.4275321946482853,1.4403886045158114,1.3576201332814481,False,False,False,False,-0.017898207126722077,-0.0056020122724878,False
2006-12-29,0.7477714594113561,5.101647582999447,1.4485811990686845,1.3602255264760525,False,False,False,False,0.03136688113221231,0.02553388350818553,False
2007-01-05,0.7335195780722249,3.8144839978125678,1.4250916916301448,1.3610784824997313,False,False,False,False,0.0011853756787028047,0.017687718277066278,False
2007-01-12,0.744446638879171,4.687459355409307,1.4192363031089545,1.3603959053417196,False,False,False,False,0.009511912466324546,0.013676887989647613,False
2007-01-19,0.6830492702465929,3.411427266035494,1.4235747131256375,1.36114812714701,False,False,False,False,0.012324512361784112,0.009239406421034824,False
2007-01-25,0.5305723794155675,0.9778951827946303,1.4167820528958448,1.3627332676398431,False,True,False,False,-0.005439238113939204,-0.0006708876682460785,False
2007-02-02,0.526995105898901,2.4487691067575312,1.4410749749989435,1.3649479525833135,False,False,False,False,0.010005083984461649,-0.007021077217863159,False
2007-02-09,0.4580261641990865,3.20468467001771,1.4514524899828278,1.3681710196142367,False,False,False,False,-0.00864512471655332,-0.01573305914334422,False
2007-02-15,0.44315732055601836,4.1245765082522645,1.4906334821494787,1.3728388456883172,False,False,False,False,-0.009144462793621022,-0.03518889524899815,False
2007-02-23,0.6317712066240808,-4.786205441678004,1.4949017010101968,1.3785358033519175,False,True,False,False,-0.056895522388059616,-0.05958825885109986,False
2007-03-02,0.6477092273057862,-9.876134431016059,1.4611536772241471,1.3837460693548826,False,True,False,False,-0.0523358865607394,-0.030447845939104212,False
2007-03-09,0.6348325716035919,-11.365883960740463,1.5005889479706536,1.3910264437240374,False,True,False,False,-0.007175342206487412,-0.03326663738551894,False
2007-03-16,0.6469156440699393,-14.932868609017946,1.485253404873533,1.3985518172347835,False,True,False,False,-0.028415398589322405,-0.018383590226829005,False
2007-03-23,0.747186608160622,-8.858966322304873,1.4694216980606554,1.4047896058747065,False,True,False,False,0.06557367588841578,0.0770542808409973,False
2007-03-30,0.7626275884174528,-10.748006098991326,1.4727000024191403,1.412544954044796,False,True,False,False,-0.010928843373102515,-0.013130565569269725,False
2007-04-05,0.7818317469047125,-11.048285721328032,1.4807523449232312,1.4216234360436337,False,True,False,False,-0.011980441436557854,-0.017353299304094016,False
2007-04-13,0.8290431226600787,-5.300995024875621,1.50243505852823,1.429659844056874,False,True,False,False,0.05487605504231241,0.03965238513363811,False
2007-04-20,0.8504395869175917,4.212825219978478,1.4884383264392758,1.4357342636051973,False,False,False,False,0.03785232078594136,0.0476119061338216,False
2007-04-27,0.835984810004971,11.164921538829798,1.4510761360828937,1.4407422060600559,False,False,False,False,0.010883320678309216,0.036911462218304214,False
2007-05-04,0.8364830843656376,13.659351626540484,1.4390595384298666,1.4450164769104485,False,False,True,False,0.015102653980971548,0.023579078926334596,False
2007-05-11,0.855690219131398,16.215389587156494,1.4286981136091148,1.4471120693132389,False,False,True,False,-0.006565835947828558,0.0006389005231883793,False
2007-05-18,0.8604382198082685,12.47231233312933,1.385228515781329,1.448594523928155,False,False,True,False,0.03125356903443666,0.06361514504423349,False
2007-05-25,0.8585775113612035,14.68315893796781,1.413129575279155,1.4503186242567951,False,False,True,False,0.008513138064031534,-0.011399108881833375,False
2007-06-01,0.8748102926436683,17.90981085439722,1.4103796411075682,1.4504832266195449,False,False,True,False,0.015817844132405945,0.017798468441115878,False
2007-06-08,0.8739976281342904,9.06144106753526,1.454221306881865,1.4520260069691537,False,False,False,False,-0.024285579996239925,-0.05370128535726837,False
2007-06-15,0.8710303785486956,7.08377625917489,1.4834158450556079,1.4529872825058767,False,False,False,False,0.019032433656240855,-0.0010227527460211494,False
2007-06-22,0.8787475541712829,9.100650976464685,1.466967411796391,1.4540095443243606,False,False,False,False,0.029922852928941257,0.04147090585248869,False
2007-06-29,0.8780572362471553,10.083565184790544,1.4741608809676376,1.4549933782435511,False,False,False,False,0.024247959829993615,0.01924993266900077,False
2007-07-06,0.876952971094557,12.849020532810297,1.5018569918054454,1.457945889788755,False,False,False,False,0.01839063977379163,-0.0003897502295562294,False
2007-07-13,0.8835395825047085,13.730805714588378,1.4778813665373545,1.4602014691513856,False,False,False,False,0.03931162848002945,0.056172349986783,False
2007-07-20,0.8806708755390876,13.396229117628833,1.458884882585274,1.4615595525921408,False,False,True,False,0.00554626473888109,0.018639719684645284,False
2007-07-27,0.8888903823887782,8.209719872156418,1.481340642654004,1.4640425752751471,False,False,False,False,-0.03064356539862323,-0.04533811632749585,False
2007-08-03,0.8934123050732389,10.250827340035551,1.4867385980525258,1.4657988684695153,False,False,False,False,-0.005881152080338126,-0.009490535201842731,False
2007-08-10,0.8865794753270433,5.588908217675748,1.4617972160232457,1.466196742547993,False,False,True,False,-0.024057009782717853,-0.007405338339515288,False
2007-08-17,0.9055421240049537,-3.899501546765538,1.4615449049965799,1.4650779511190353,False,True,True,False,-0.06262787251474022,-0.062466051059206995,True
2007-08-24,0.8751892447511971,-4.724028374642075,1.510940398103996,1.4656948240841814,False,True,False,False,0.015460076989941562,-0.017737229334487292,False
2007-08-31,0.9008319948733796,1.114137489494449,1.508283340115783,1.4675075034261673,False,True,False,False,0.08079392328857304,0.08269789719792198,False
2007-09-07,0.9041106141361134,-0.8564956921187972,1.4946353917344821,1.467278520494007,False,True,False,False,0.019056281087761473,0.02836157895427749,False
2007-09-14,0.9041635538200077,-0.09810319782742605,1.4884853047269533,1.4674028243345236,False,True,False,False,0.01323813265463003,0.017424605074198185,False
2007-09-21,0.8984351480326045,10.694227870753647,1.5000765201012418,1.468581855951469,False,False,False,False,0.07407532283623874,0.06577585395690222,False
2007-09-28,0.8984324939251526,16.891900748450016,1.4615430840922377,1.4681527437081263,False,False,True,False,0.04977869161225512,0.07745600094178573,False
2007-10-05,0.8453169123771312,25.057864411484232,1.5460371928270977,1.4706636993967368,False,False,False,False,0.04412149483803929,-0.01294188987648115,False
2007-10-12,0.7869312741160339,41.53970331171375,1.6433653296956188,1.4760840944416362,False,False,False,False,0.06091187020741895,-0.0019205224706664303,False
2007-10-19,0.8099994858504186,27.907250194012654,1.6046519861219288,1.480553850583277,False,False,False,False,-0.08234436634689046,-0.060205286885927634,False
2007-10-26,0.8491515578752477,39.29406030644973,1.6971432207164219,1.4900179692230278,False,False,False,False,0.17701047986762286,0.11286553848332503,False
2007-11-02,0.8506051570250014,50.464188715986545,1.774966248211659,1.502937458060789,False,False,False,False,0.10077541176176541,0.05251214184216657,False
2007-11-09,0.839111724446465,43.15679894804276,1.704679360427185,1.5135521213999457,False,False,False,False,-0.035970426712455095,0.0037781852620548673,False
2007-11-16,0.8108305136547018,40.459018709191376,1.5962621573532758,1.5216687999219436,False,False,False,False,0.053834445684206145,0.12541027210952627,False
2007-11-23,0.7886906386952355,31.917064746910672,1.7391280780166658,1.5342072038733865,False,False,False,False,-0.014063141662266743,-0.0950558981836992,False
2007-11-30,0.7912695181680814,32.28418618304705,1.7345750873108263,1.5466762594965884,False,False,False,False,0.04702725523697793,0.04977553946908064,False
2007-12-07,0.7853079275842272,30.702911730267623,1.7216577326186093,1.5569622758710788,False,False,False,False,0.04823013639315876,0.056094858988321006,False
2007-12-14,0.7726324410834094,44.60452289023718,1.6535907861927448,1.5635074659148147,False,False,False,False,0.015257834162058392,0.05704900836511362,False
2007-12-20,0.7923618990300026,14.439779060758283,1.6315233900026278,1.56983654199967,False,False,False,False,-0.06851586260209741,-0.05591694454139107,False
2007-12-28,0.7994461215116706,11.578992180959013,1.6067245367532264,1.5749351441452695,False,False,False,False,0.0732580233027944,0.08982313300878775,False
2008-01-04,0.8021980466949975,22.186468671155325,1.5782724762897105,1.5778742012408182,False,False,False,False,0.05567694197785533,0.07470799310136256,False
2008-01-11,0.812706250484288,10.82336705246718,1.6468165835716866,1.5843717095882925,False,False,False,False,-0.044170088089592996,-0.08395381912490585,False
2008-01-18,0.8260204364224812,4.612620883308827,1.6297071222053015,1.5909417957275243,False,False,False,False,-0.06931686412906479,-0.05954609799534227,False
2008-01-25,0.8407364203782813,-8.61928988958649,1.6565199687995171,1.5976794621177364,False,True,False,False,-0.08540582120356888,-0.1002096713677193,False
2008-02-01,0.8435486978145554,-16.729401923881227,1.6412346583623374,1.6036216182834986,False,True,False,False,-0.04480113720496337,-0.0359050838145043,False
2008-02-08,0.8377487078905738,-20.52093822790475,1.5798191476994152,1.6081609233479666,False,True,True,False,-0.030969610159297,0.0067014715759907695,True
2008-02-15,0.8277604969453124,-12.836738482370025,1.5646442520202095,1.6121262828488754,False,True,True,False,0.02154194648587593,0.031449497323608355,True
2008-02-22,0.8365940484706783,-22.28858201723036,1.557568187611522,1.6139196593683955,False,True,True,False,-0.04312434619745309,-0.03877724036204511,True
2008-02-29,0.8287137678036167,-25.194442838142596,1.5412304347178578,1.6151868553146294,False,True,True,False,0.01620204440342099,0.02697425439714518,True
2008-03-07,0.8506849249984506,-32.81572977060752,1.4822477309129738,1.6147104068214944,False,True,True,False,-0.14155127598102224,-0.10739124607205097,True
2008-03-14,0.8496481688240436,-28.144755445528467,1.512810570074645,1.6156459939502514,False,True,True,False,-0.004611286207414023,-0.024720813311977174,True
2008-03-19,0.8512944389830438,-27.45905765984541,1.4988832524583742,1.6156000990409107,False,True,True,False,-0.07667806295728086,-0.0680987437486813,True
2008-03-28,0.85917860341866,-16.925237643469682,1.5126083152219933,1.6175641463920551,False,True,True,False,0.09390526191166337,0.08397941513024643,True
2008-04-04,0.8680130115276323,-21.795983401215157,1.436930131389436,1.6133677209521449,False,True,True,False,-0.0877847069053671,-0.039741454740466864,True
2008-04-11,0.8825199859403696,-18.584905069436186,1.4715535981160273,1.606759577429853,False,True,True,False,0.06348673848029485,0.03846447782252138,True
2008-04-17,0.8793319465372973,-11.11623903088862,1.4845398585189316,1.6021398802143532,False,True,True,False,0.04465525664847081,0.03551696028259599,True
2008-04-25,0.873008064413225,-7.443303152992109,1.5231123949858214,1.5954463869170223,False,True,True,False,0.05819447257461641,0.03139589551830846,True
2008-05-02,0.8804305441453788,11.79236079843915,1.5354238598299406,1.58623321813311,False,False,True,False,0.036856464758245666,0.028542654970450165,False
2008-05-09,0.8827326382614158,3.2801715851649593,1.4688950839007129,1.5771645921128612,False,False,True,False,-0.08040302199369687,-0.03875289873743881,False
2008-05-16,0.8894187853168469,19.401997966923723,1.524334184604159,1.5743981316225104,False,False,True,False,0.06745062830072301,0.028628102718061488,False
2008-05-23,0.9267451541314589,4.881116323506918,1.5095910572992486,1.5655697846718404,False,False,True,False,-0.039128264392732204,-0.029744097566060335,False
2008-05-30,0.925037037100243,10.729905207647207,1.5010592867838723,1.5565884077284964,False,False,True,False,-0.03691420844749682,-0.03144018951134231,False
2008-06-06,0.9241270353749662,-3.3429891477878004,1.512120701484094,1.5485292911463995,False,True,True,False,-0.07167400685741299,-0.07846486606400094,True
2008-06-13,0.9311077825498347,-8.692530058367554,1.5281407159057292,1.5437042884430527,False,True,True,False,-0.013161822357188102,-0.023507179740253403,True
2008-06-20,0.9283423446230981,-18.20064170825242,1.4925012064104843,1.5383572813818165,False,True,True,False,-0.05199838677152646,-0.029361009762350787,True
2008-06-27,0.9246813685777282,-27.012005410321894,1.511278979262801,1.5346862984014156,False,True,True,False,-0.07483291286794269,-0.08632819444797202,True
2008-07-04,0.9230262771998815,-24.17616508450945,1.4967184179244264,1.5315496038489047,False,True,True,False,-0.04467344470655321,-0.03537971868571754,True
2008-07-11,0.9379615729831329,-27.489281098490803,1.4807018278804127,1.5251605747838555,False,True,True,False,0.020808463937771915,0.03185043766434936,True
2008-07-18,0.9336020859589699,-25.0841547165783,1.4502621046903308,1.518258843340972,False,True,True,False,-0.0072568666745254085,0.01357993660368928,True
2008-07-25,0.9429408341771781,-15.256635729486867,1.446948238337066,1.5101983921693394,False,True,True,False,0.08942413648972147,0.09191918496118379,True
2008-08-01,0.9433344189252193,-4.949115845528695,1.4635494545900232,1.503364345870404,False,True,True,False,0.04124030466988993,0.029429391540232608,True
2008-08-08,0.9494802482258174,-1.7374470659407115,1.4447719065211075,1.4981702212097001,False,True,True,False,0.02018239525671861,0.03344159823507775,True
2008-08-14,0.9496875850304104,0.2641912387208123,1.4490688079881457,1.4937250118238514,False,True,True,False,-0.03268730350268012,-0.035555660975942316,False
2008-08-22,0.943641592656709,6.1986416329833816,1.4856483030131487,1.4909588624162216,False,False,True,False,-0.020073999270190823,-0.04420164657128278,False
2008-08-29,0.9429731397670414,11.932496438060781,1.4652468416243976,1.4880364165280116,False,False,True,False,0.006906346477763448,0.020926073643311005,False
2008-09-05,0.9127731217013282,8.006129906872573,1.3951479787305319,1.4846864260594563,False,False,True,False,-0.014999440961202759,0.03449166692920835,False
2008-09-12,0.9171028074870882,6.254512292434544,1.3979403089536568,1.4802683390932645,False,False,True,False,-0.02335693766535407,-0.025307743377654845,False
2008-09-19,0.9089948008567883,-5.653919769099646,1.3669067020403007,1.4751923179233384,False,True,True,False,-0.03267263884418703,-0.010710893365995178,True
2008-09-26,0.8877494215483493,-12.835500917000942,1.4019935344827585,1.4709379032795218,False,True,True,False,-0.038018438503662266,-0.06209336112690289,True
2008-10-03,0.8909815943627121,-18.640053849500504,1.359936060152852,1.4679765928473454,False,True,True,False,-0.04775469812843469,-0.018305495689655227,True
2008-10-10,0.9169858226199618,-28.033163893108405,1.3444145879406146,1.463086630917522,False,True,True,False,-0.14436479389790502,-0.13448635446824275,True
2008-10-17,0.8790026295812394,-30.333366529983063,1.2494505750518363,1.4540447353995565,False,True,True,False,-0.05139437533164304,0.02070403221331829,True
2008-10-24,0.898812667198212,-40.12006433246468,1.2834560755071756,1.4448271846503777,False,True,True,False,-0.13454283281435486,-0.15747334415357495,True
2008-10-31,0.8864122186046003,-35.37069861255425,1.3374048008383848,1.4372110669968565,False,True,True,False,0.06312569122272804,0.020240937203321874,True
2008-11-07,0.8929056154872211,-30.970836462468256,1.2772938948030141,1.429841790493099,False,True,True,False,0.043131400470155956,0.09222235271797552,True
2008-11-14,0.9018638761178186,-30.559393701333203,1.2794366820778735,1.4204226557805495,False,True,True,False,-0.026906962135978874,-0.028536688255291653,True
2008-11-21,0.9026304872479228,-31.87809845893701,1.295807595306846,1.412200214934688,False,True,True,False,-0.056286851316997955,-0.06820949023815004,True
2008-11-28,0.8982047618149405,-25.676118793100844,1.3267116318021774,1.4054945358969302,False,True,True,False,0.03893997517770509,0.014739208304397122,True
2008-12-05,0.8924732075911083,-15.356405872295253,1.2958209224659265,1.3971753136270009,False,True,True,False,-0.025561664291047226,-0.00233230375780058,True
2008-12-12,0.896341616661846,-6.589472506572691,1.3067987165998594,1.3886621598075441,False,True,True,False,0.04685715081775377,0.03806300207599955,True
2008-12-19,0.9017333981736951,13.838817632104327,1.2548169023003974,1.3795204558033103,False,False,True,False,0.054727162637816074,0.09842009616805947,False
2008-12-26,0.8978647584329803,2.433191926288214,1.2536313957622005,1.3696109333609792,False,False,True,False,-0.043389941709354285,-0.042485315770308674,False
2009-01-02,0.9027355319360039,4.127676935131874,1.2402428113044552,1.3597464869525189,False,False,True,False,0.06038723802740731,0.07183425788903697,False
2009-01-09,0.9019655786627276,2.9467743867541474,1.2553885606699995,1.351080592059811,False,False,True,False,-0.03794272209956773,-0.0495495495495496,False
2009-01-16,0.8996709369291493,8.86409793523637,1.279807006781291,1.344524626755617,False,False,True,False,-0.002042742446378032,-0.02108355515159388,False
2009-01-23,0.8861120889727406,0.7296545170705215,1.3152623789139704,1.339459786008575,False,True,True,False,-0.03869074609076428,-0.06460464576459479,False
2009-01-30,0.8855043298040843,8.929815274024122,1.3376443418013857,1.3346172816705502,False,False,False,False,0.05376503487079276,0.03613304618329738,False
2009-02-06,0.8820621425931738,3.7088049184581973,1.3526308024750286,1.3310733930533933,False,False,False,False,-0.0033187538367095426,-0.014361474638610816,False
