"Index Name","Date","Open","High","Low","Close"
"NIFTY200 MOMENTUM 30","31 Dec 2021","20600.25","20809.65","20595.50","20774.70"
"NIFTY200 MOMENTUM 30","30 Dec 2021","20652.65","20709.35","20530.90","20557.65"
"NIFTY200 MOMENTUM 30","29 Dec 2021","20761.70","20812.30","20636.65","20674.30"
"NIFTY200 MOMENTUM 30","28 Dec 2021","20690.30","20823.70","20672.50","20791.05"
"NIFTY200 MOMENTUM 30","27 Dec 2021","20448.75","20586.35","20295.60","20557.50"
"NIFTY200 MOMENTUM 30","24 Dec 2021","20721.80","20722.70","20352.65","20514.80"
"NIFTY200 MOMENTUM 30","23 Dec 2021","20638.05","20760.90","20580.10","20630.85"
"NIFTY200 MOMENTUM 30","22 Dec 2021","20319.25","20514.90","20290.60","20485.75"
"NIFTY200 MOMENTUM 30","21 Dec 2021","19955.40","20329.70","19904.80","20165.95"
"NIFTY200 MOMENTUM 30","20 Dec 2021","20146.25","20168.25","19447.45","19737.70"
"NIFTY200 MOMENTUM 30","17 Dec 2021","20840.60","20862.45","20353.80","20393.40"
"NIFTY200 MOMENTUM 30","16 Dec 2021","20979.25","21032.20","20763.25","20861.75"
"NIFTY200 MOMENTUM 30","15 Dec 2021","21022.65","21069.55","20778.15","20811.35"
"NIFTY200 MOMENTUM 30","14 Dec 2021","20935.25","21086.15","20825.45","21036.65"
"NIFTY200 MOMENTUM 30","13 Dec 2021","21326.50","21365.45","21012.85","21040.90"
"NIFTY200 MOMENTUM 30","10 Dec 2021","20962.75","21183.30","20935.90","21120.15"
"NIFTY200 MOMENTUM 30","09 Dec 2021","21056.05","21071.85","20867.10","21033.00"
"NIFTY200 MOMENTUM 30","08 Dec 2021","20684.20","20967.75","20679.45","20949.00"
"NIFTY200 MOMENTUM 30","07 Dec 2021","20293.40","20617.70","20253.40","20544.85"
"NIFTY200 MOMENTUM 30","06 Dec 2021","20485.45","20535.50","20082.45","20118.40"
"NIFTY200 MOMENTUM 30","03 Dec 2021","20603.20","20716.05","20454.20","20478.25"
"NIFTY200 MOMENTUM 30","02 Dec 2021","20332.30","20604.50","20232.55","20575.90"
"NIFTY200 MOMENTUM 30","01 Dec 2021","20146.00","20306.60","19984.20","20261.60"
"NIFTY200 MOMENTUM 30","30 Nov 2021","20140.25","20525.25","19871.05","19942.70"
"NIFTY200 MOMENTUM 30","29 Nov 2021","20078.10","20334.90","19587.05","20084.65"
"NIFTY200 MOMENTUM 30","26 Nov 2021","20835.80","20897.60","20107.10","20162.55"
"NIFTY200 MOMENTUM 30","25 Nov 2021","20909.45","21117.05","20819.35","21078.35"
"NIFTY200 MOMENTUM 30","24 Nov 2021","21087.40","21199.35","20821.35","20915.10"
"NIFTY200 MOMENTUM 30","23 Nov 2021","20607.70","21078.10","20533.95","21021.90"
"NIFTY200 MOMENTUM 30","22 Nov 2021","21065.85","21086.60","20365.25","20646.65"
"NIFTY200 MOMENTUM 30","18 Nov 2021","21496.50","21528.95","20924.90","21011.05"
"NIFTY200 MOMENTUM 30","17 Nov 2021","21312.40","21566.85","21287.90","21449.05"
"NIFTY200 MOMENTUM 30","16 Nov 2021","21425.10","21567.00","21299.20","21349.25"
"NIFTY200 MOMENTUM 30","15 Nov 2021","21494.15","21551.55","21379.00","21401.55"
"NIFTY200 MOMENTUM 30","12 Nov 2021","21322.45","21432.90","21166.85","21404.50"
"NIFTY200 MOMENTUM 30","11 Nov 2021","21242.15","21321.30","21038.60","21132.65"
"NIFTY200 MOMENTUM 30","10 Nov 2021","21260.20","21337.55","21156.95","21255.30"
"NIFTY200 MOMENTUM 30","09 Nov 2021","21288.10","21459.95","21245.85","21361.90"
"NIFTY200 MOMENTUM 30","08 Nov 2021","21070.40","21280.90","20821.55","21257.40"
"NIFTY200 MOMENTUM 30","04 Nov 2021","21005.85","21054.70","20906.20","20938.95"
"NIFTY200 MOMENTUM 30","03 Nov 2021","20804.25","20920.60","20748.75","20875.25"
"NIFTY200 MOMENTUM 30","02 Nov 2021","20949.00","20987.25","20710.60","20739.00"
"NIFTY200 MOMENTUM 30","01 Nov 2021","20650.90","20848.95","20430.55","20815.40"
"NIFTY200 MOMENTUM 30","29 Oct 2021","20360.10","20679.00","20101.00","20399.30"
"NIFTY200 MOMENTUM 30","28 Oct 2021","20809.05","20809.05","20286.65","20366.50"
"NIFTY200 MOMENTUM 30","27 Oct 2021","21151.70","21178.70","20927.85","20979.00"
"NIFTY200 MOMENTUM 30","26 Oct 2021","20671.05","21132.75","20645.05","21080.45"
"NIFTY200 MOMENTUM 30","25 Oct 2021","20849.75","20853.90","20202.55","20594.70"
"NIFTY200 MOMENTUM 30","22 Oct 2021","21229.05","21294.35","20654.15","20775.70"
